mean_const,mean_log_vpd,mean_log_pdforest,mean_log_hvi,std_const,std_log_vpd,std_log_pdforest,std_log_hvi,mean_y_hist,std_y_hist
1.0,2.525110939813431,11.745941039552726,-1.278489900758924,1.0,0.5153482633275485,1.212573467274016,0.537168659478341,-0.32878154748232447,1.6199780659483092
