iso,region_dev,region_ar6_6,ssp,year,esm,pop,pop_forest
AFG,ldc,APC,ssp2,2020,mpi,38321625.91622036,242.02492491304344
AFG,ldc,APC,ssp2,2020,mri,38321625.91622036,242.02492491304344
AFG,ldc,APC,ssp2,2020,ukesm,38321625.91622036,242.02492491304028
AFG,ldc,APC,ssp2,2030,MM,50397029.8548774,170.54639374202074
AFG,ldc,APC,ssp2,2030,gfdl,50397029.8548774,170.67250192325474
AFG,ldc,APC,ssp2,2030,ipsl,50397029.8548774,170.57382144821395
AFG,ldc,APC,ssp2,2030,mpi,50397029.8548774,170.00840850749972
AFG,ldc,APC,ssp2,2030,mri,50397029.8548774,170.88710246547726
AFG,ldc,APC,ssp2,2030,ukesm,50397029.8548774,170.5901343656581
AFG,ldc,APC,ssp2,2040,MM,63193206.48190378,48.04508850615075
AFG,ldc,APC,ssp2,2040,gfdl,63193206.48190378,56.6663124297887
AFG,ldc,APC,ssp2,2040,ipsl,63193206.48190378,43.01240438814836
AFG,ldc,APC,ssp2,2040,mpi,63193206.48190378,48.23124218794383
AFG,ldc,APC,ssp2,2040,mri,63193206.48190378,49.67533644397536
AFG,ldc,APC,ssp2,2040,ukesm,63193206.48190378,42.64014708089746
AFG,ldc,APC,ssp2,2050,MM,75613198.25964025,54.29558107060454
AFG,ldc,APC,ssp2,2050,gfdl,75613198.25964025,66.33452682039854
AFG,ldc,APC,ssp2,2050,ipsl,75613198.25964025,47.37368035127573
AFG,ldc,APC,ssp2,2050,mpi,75613198.25964025,53.06222393685697
AFG,ldc,APC,ssp2,2050,mri,75613198.25964025,58.06889040772313
AFG,ldc,APC,ssp2,2050,ukesm,75613198.25964025,46.638583836768355
AFG,ldc,APC,ssp2,2060,MM,86709025.18862242,59.67971944595572
AFG,ldc,APC,ssp2,2060,gfdl,86709025.18862242,75.68554636862557
AFG,ldc,APC,ssp2,2060,ipsl,86709025.18862242,50.382413310889895
AFG,ldc,APC,ssp2,2060,mpi,86709025.18862242,56.45151798735192
AFG,ldc,APC,ssp2,2060,mri,86709025.18862242,66.2399991127587
AFG,ldc,APC,ssp2,2060,ukesm,86709025.18862242,49.63912045015252
AFG,ldc,APC,ssp2,2070,MM,95719474.2870882,64.3202530357045
AFG,ldc,APC,ssp2,2070,gfdl,95719474.2870882,84.39755130565669
AFG,ldc,APC,ssp2,2070,ipsl,95719474.2870882,52.59813957592295
AFG,ldc,APC,ssp2,2070,mpi,95719474.2870882,58.88864065970469
AFG,ldc,APC,ssp2,2070,mri,95719474.2870882,73.88427958895223
AFG,ldc,APC,ssp2,2070,ukesm,95719474.2870882,51.83265404828599
AFG,ldc,APC,ssp3,2010,MM,32336818.604294457,78.51127042542029
AFG,ldc,APC,ssp3,2010,gfdl,32336818.604294457,78.51127042542029
AFG,ldc,APC,ssp3,2010,ipsl,32336818.604294457,78.51127042542029
AFG,ldc,APC,ssp3,2010,mpi,32336818.604294457,78.51127042542029
AFG,ldc,APC,ssp3,2010,mri,32336818.604294457,78.51127042542029
AFG,ldc,APC,ssp3,2010,ukesm,32336818.604294457,78.51127042542029
AFG,ldc,APC,ssp3,2020,MM,38321482.42263519,257.7653800735903
AFG,ldc,APC,ssp3,2020,gfdl,38321482.42263519,257.7653800735903
AFG,ldc,APC,ssp3,2020,ipsl,38321482.42263519,257.7653800735903
AFG,ldc,APC,ssp3,2020,mpi,38321482.42263519,257.7653800735903
AFG,ldc,APC,ssp3,2020,mri,38321482.42263519,257.7653800735903
AFG,ldc,APC,ssp3,2020,ukesm,38321482.42263519,257.7653800735903
AFG,ldc,APC,ssp3,2030,MM,51238605.20854356,328.58848179489456
AFG,ldc,APC,ssp3,2030,gfdl,51238605.20854356,327.9757983999829
AFG,ldc,APC,ssp3,2030,ipsl,51238605.20854356,329.05457627819413
AFG,ldc,APC,ssp3,2030,mpi,51238605.20854356,375.97712507448114
AFG,ldc,APC,ssp3,2030,mri,51238605.20854356,281.3816278081471
AFG,ldc,APC,ssp3,2030,ukesm,51238605.20854356,328.55328141366755
AFG,ldc,APC,ssp3,2040,MM,66517349.36659114,148.86062941970656
AFG,ldc,APC,ssp3,2040,gfdl,66517349.36659114,144.32861642218725
AFG,ldc,APC,ssp3,2040,ipsl,66517349.36659114,56.69457525229868
AFG,ldc,APC,ssp3,2040,mpi,66517349.36659114,56.32588475672416
AFG,ldc,APC,ssp3,2040,mri,66517349.36659114,437.44400846240137
AFG,ldc,APC,ssp3,2040,ukesm,66517349.36659114,49.51006220492139
AFG,ldc,APC,ssp3,2050,MM,82602634.39543158,164.03712220444146
AFG,ldc,APC,ssp3,2050,gfdl,82602634.39543158,161.93771671398085
AFG,ldc,APC,ssp3,2050,ipsl,82602634.39543158,66.36806762106704
AFG,ldc,APC,ssp3,2050,mpi,82602634.39543158,65.96320187208212
AFG,ldc,APC,ssp3,2050,mri,82602634.39543158,468.01904420093535
AFG,ldc,APC,ssp3,2050,ukesm,82602634.39543158,57.89758061414191
AFG,ldc,APC,ssp3,2060,MM,98963327.44759788,174.94902673995188
AFG,ldc,APC,ssp3,2060,gfdl,98963327.44759788,171.968669869916
AFG,ldc,APC,ssp3,2060,ipsl,98963327.44759788,75.72255962628688
AFG,ldc,APC,ssp3,2060,mpi,98963327.44759788,75.27758340458885
AFG,ldc,APC,ssp3,2060,mri,98963327.44759788,485.7196154064422
AFG,ldc,APC,ssp3,2060,ukesm,98963327.44759788,66.0567053925256
AFG,ldc,APC,ssp3,2070,MM,114453828.2064204,181.8927125793144
AFG,ldc,APC,ssp3,2070,gfdl,114453828.2064204,175.39077590320548
AFG,ldc,APC,ssp3,2070,ipsl,114453828.2064204,84.46202514601653
AFG,ldc,APC,ssp3,2070,mpi,114453828.2064204,83.94746296423058
AFG,ldc,APC,ssp3,2070,mri,114453828.2064204,491.9683760507313
AFG,ldc,APC,ssp3,2070,ukesm,114453828.2064204,73.69492283238804
AGO,ldc,AFR,ssp1,2010,MM,18517564.76544021,4.532489803907011
AGO,ldc,AFR,ssp1,2010,gfdl,18517564.76544021,4.532489803907011
AGO,ldc,AFR,ssp1,2010,ipsl,18517564.76544021,4.532489803907011
AGO,ldc,AFR,ssp1,2010,mpi,18517564.76544021,4.532489803907011
AGO,ldc,AFR,ssp1,2010,mri,18517564.76544021,4.532489803907011
AGO,ldc,AFR,ssp1,2010,ukesm,18517564.76544021,4.532489803907011
AGO,ldc,AFR,ssp1,2020,MM,30598825.011958193,5.838235127244234
AGO,ldc,AFR,ssp1,2020,gfdl,30598825.011958197,5.838235127242659
AGO,ldc,AFR,ssp1,2020,ipsl,30598825.011958197,5.838235127242659
AGO,ldc,AFR,ssp1,2020,mpi,30598825.011958197,5.838235127245282
AGO,ldc,AFR,ssp1,2020,mri,30598825.011958197,5.838235127245282
AGO,ldc,AFR,ssp1,2020,ukesm,30598825.011958197,5.838235127245282
AGO,ldc,AFR,ssp1,2030,MM,39694327.82684029,6.994628533573875
AGO,ldc,AFR,ssp1,2030,gfdl,39694327.82684029,6.994711055566696
AGO,ldc,AFR,ssp1,2030,ipsl,39694327.82684029,6.99454748004778
AGO,ldc,AFR,ssp1,2030,mpi,39694327.82684029,6.995013146345303
AGO,ldc,AFR,ssp1,2030,mri,39694327.82684029,6.994216237940993
AGO,ldc,AFR,ssp1,2030,ukesm,39694327.82684029,6.994654747968602
AGO,ldc,AFR,ssp1,2040,MM,48161232.76798891,7.977809222321636
AGO,ldc,AFR,ssp1,2040,gfdl,48161232.76798891,7.977065500360154
AGO,ldc,AFR,ssp1,2040,ipsl,48161232.76798891,7.979570855758795
AGO,ldc,AFR,ssp1,2040,mpi,48161232.76798891,7.97829221582035
AGO,ldc,AFR,ssp1,2040,mri,48161232.76798891,7.977209255695024
AGO,ldc,AFR,ssp1,2040,ukesm,48161232.76798891,7.976908283973859
AGO,ldc,AFR,ssp1,2050,MM,55871656.799758814,8.724179322795662
AGO,ldc,AFR,ssp1,2050,gfdl,55871656.79975882,8.721165127505822
AGO,ldc,AFR,ssp1,2050,ipsl,55871656.79975882,8.727382992138056
AGO,ldc,AFR,ssp1,2050,mpi,55871656.79975882,8.72794422867846
AGO,ldc,AFR,ssp1,2050,mri,55871656.79975882,8.722402676414475
AGO,ldc,AFR,ssp1,2050,ukesm,55871656.79975882,8.722001589241493
AGO,ldc,AFR,ssp1,2060,MM,62029870.37899635,9.252851042278683
AGO,ldc,AFR,ssp1,2060,gfdl,62029870.37899634,9.249499432408772
AGO,ldc,AFR,ssp1,2060,ipsl,62029870.37899634,9.257425257382932
AGO,ldc,AFR,ssp1,2060,mpi,62029870.37899634,9.25258209577825
AGO,ldc,AFR,ssp1,2060,mri,62029870.37899634,9.251703393449567
AGO,ldc,AFR,ssp1,2060,ukesm,62029870.37899634,9.2530450323739
AGO,ldc,AFR,ssp1,2070,MM,66311130.06694752,9.570084519414458
AGO,ldc,AFR,ssp1,2070,gfdl,66311130.06694752,9.566989018454452
AGO,ldc,AFR,ssp1,2070,ipsl,66311130.06694752,9.58148462610422
AGO,ldc,AFR,ssp1,2070,mpi,66311130.06694752,9.555552822156177
AGO,ldc,AFR,ssp1,2070,mri,66311130.06694752,9.570289322756809
AGO,ldc,AFR,ssp1,2070,ukesm,66311130.06694752,9.576106807600633
AGO,ldc,AFR,ssp2,2010,MM,18517876.461650275,4.533124527624174
AGO,ldc,AFR,ssp2,2010,gfdl,18517876.461650275,4.533124527624174
AGO,ldc,AFR,ssp2,2010,ipsl,18517876.461650275,4.533124527624174
AGO,ldc,AFR,ssp2,2010,mpi,18517876.461650275,4.533124527624174
AGO,ldc,AFR,ssp2,2010,mri,18517876.461650275,4.533124527624174
AGO,ldc,AFR,ssp2,2010,ukesm,18517876.461650275,4.533124527624174
AGO,ldc,AFR,ssp2,2020,MM,30620893.90968626,5.995549796613794
AGO,ldc,AFR,ssp2,2020,gfdl,30620893.909686264,5.995549796613821
AGO,ldc,AFR,ssp2,2020,ipsl,30620893.909686264,5.995549796613821
AGO,ldc,AFR,ssp2,2020,mpi,30620893.909686264,5.995549796613821
AGO,ldc,AFR,ssp2,2020,mri,30620893.909686264,5.995549796613821
AGO,ldc,AFR,ssp2,2020,ukesm,30620893.909686264,5.995549796613689
AGO,ldc,AFR,ssp2,2030,MM,41086396.81996092,7.592683741903938
AGO,ldc,AFR,ssp2,2030,gfdl,41086396.81996092,7.595216433744852
AGO,ldc,AFR,ssp2,2030,ipsl,41086396.81996092,7.589455306246895
AGO,ldc,AFR,ssp2,2030,mpi,41086396.81996092,7.590414758043881
AGO,ldc,AFR,ssp2,2030,mri,41086396.81996092,7.587822909495852
AGO,ldc,AFR,ssp2,2030,ukesm,41086396.81996092,7.600509301988217
AGO,ldc,AFR,ssp2,2040,MM,52603682.94361214,9.180402947284101
AGO,ldc,AFR,ssp2,2040,gfdl,52603682.94361214,9.168475987646785
AGO,ldc,AFR,ssp2,2040,ipsl,52603682.94361214,9.185229040916292
AGO,ldc,AFR,ssp2,2040,mpi,52603682.94361214,9.189112249756985
AGO,ldc,AFR,ssp2,2040,mri,52603682.94361214,9.16080174143764
AGO,ldc,AFR,ssp2,2040,ukesm,52603682.94361214,9.198395716662802
AGO,ldc,AFR,ssp2,2050,MM,64316730.25735062,10.96517906588942
AGO,ldc,AFR,ssp2,2050,gfdl,64316730.25735062,10.939445477835797
AGO,ldc,AFR,ssp2,2050,ipsl,64316730.25735062,10.987453802839802
AGO,ldc,AFR,ssp2,2050,mpi,64316730.25735062,10.969307835656178
AGO,ldc,AFR,ssp2,2050,mri,64316730.25735062,10.931650113394427
AGO,ldc,AFR,ssp2,2050,ukesm,64316730.25735062,10.998038099720883
AGO,ldc,AFR,ssp2,2060,MM,75371924.52083729,12.666892828575737
AGO,ldc,AFR,ssp2,2060,gfdl,75371924.52083729,12.592813636913226
AGO,ldc,AFR,ssp2,2060,ipsl,75371924.52083729,12.775680708930407
AGO,ldc,AFR,ssp2,2060,mpi,75371924.52083729,12.65255699029029
AGO,ldc,AFR,ssp2,2060,mri,75371924.52083729,12.604455716134416
AGO,ldc,AFR,ssp2,2060,ukesm,75371924.52083729,12.708957090610344
AGO,ldc,AFR,ssp2,2070,MM,84945729.52096465,14.276175328790135
AGO,ldc,AFR,ssp2,2070,gfdl,84945729.52096465,14.221097568152864
AGO,ldc,AFR,ssp2,2070,ipsl,84945729.52096465,14.42943333879753
AGO,ldc,AFR,ssp2,2070,mpi,84945729.52096465,14.255185483334929
AGO,ldc,AFR,ssp2,2070,mri,84945729.52096465,14.206076998752629
AGO,ldc,AFR,ssp2,2070,ukesm,84945729.52096465,14.269083254912726
AGO,ldc,AFR,ssp3,2010,MM,18517707.438274935,4.533371602480209
AGO,ldc,AFR,ssp3,2010,gfdl,18517707.438274935,4.533371602480209
AGO,ldc,AFR,ssp3,2010,ipsl,18517707.438274935,4.533371602480209
AGO,ldc,AFR,ssp3,2010,mpi,18517707.438274935,4.533371602480209
AGO,ldc,AFR,ssp3,2010,mri,18517707.438274935,4.533371602480209
AGO,ldc,AFR,ssp3,2010,ukesm,18517707.438274935,4.533371602480209
AGO,ldc,AFR,ssp3,2020,MM,30653307.35531785,6.068520889031904
AGO,ldc,AFR,ssp3,2020,gfdl,30653307.35531785,6.068520889031904
AGO,ldc,AFR,ssp3,2020,ipsl,30653307.35531785,6.068520889031904
AGO,ldc,AFR,ssp3,2020,mpi,30653307.35531785,6.068520889031904
AGO,ldc,AFR,ssp3,2020,mri,30653307.35531785,6.068520889031904
AGO,ldc,AFR,ssp3,2020,ukesm,30653307.35531785,6.068520889031904
AGO,ldc,AFR,ssp3,2030,MM,41900555.420807056,8.025196432318932
AGO,ldc,AFR,ssp3,2030,gfdl,41900555.420807056,8.021689049327005
AGO,ldc,AFR,ssp3,2030,ipsl,41900555.420807056,8.026190203205573
AGO,ldc,AFR,ssp3,2030,mpi,41900555.420807056,8.027381054340156
AGO,ldc,AFR,ssp3,2030,mri,41900555.420807056,8.02561571796772
AGO,ldc,AFR,ssp3,2030,ukesm,41900555.420807056,8.025106136754207
AGO,ldc,AFR,ssp3,2040,MM,55982277.775019035,10.23588987982998
AGO,ldc,AFR,ssp3,2040,gfdl,55982277.775019035,10.225666149267749
AGO,ldc,AFR,ssp3,2040,ipsl,55982277.775019035,10.239043649035269
AGO,ldc,AFR,ssp3,2040,mpi,55982277.775019035,10.2382856285239
AGO,ldc,AFR,ssp3,2040,mri,55982277.775019035,10.232265112830342
AGO,ldc,AFR,ssp3,2040,ukesm,55982277.775019035,10.24418885949263
AGO,ldc,AFR,ssp3,2050,MM,71759548.26599221,13.065654893792725
AGO,ldc,AFR,ssp3,2050,gfdl,71759548.26599221,13.02812027464849
AGO,ldc,AFR,ssp3,2050,ipsl,71759548.26599221,13.097928785705172
AGO,ldc,AFR,ssp3,2050,mpi,71759548.26599221,13.054232071452311
AGO,ldc,AFR,ssp3,2050,mri,71759548.26599221,13.04703690050698
AGO,ldc,AFR,ssp3,2050,ukesm,71759548.26599221,13.100956436650677
AGO,ldc,AFR,ssp3,2060,MM,88518205.1109456,16.408110938216424
AGO,ldc,AFR,ssp3,2060,gfdl,88518205.1109456,16.30638619714398
AGO,ldc,AFR,ssp3,2060,ipsl,88518205.1109456,16.428218617169552
AGO,ldc,AFR,ssp3,2060,mpi,88518205.1109456,16.43688955112078
AGO,ldc,AFR,ssp3,2060,mri,88518205.1109456,16.274594400275735
AGO,ldc,AFR,ssp3,2060,ukesm,88518205.1109456,16.594465925372074
AGO,ldc,AFR,ssp3,2070,MM,105131210.3793784,20.10309624559206
AGO,ldc,AFR,ssp3,2070,gfdl,105131210.3793784,19.99891737644037
AGO,ldc,AFR,ssp3,2070,ipsl,105131210.3793784,20.172628531631258
AGO,ldc,AFR,ssp3,2070,mpi,105131210.3793784,20.17577384076562
AGO,ldc,AFR,ssp3,2070,mri,105131210.3793784,19.817500855141468
AGO,ldc,AFR,ssp3,2070,ukesm,105131210.3793784,20.350660623981582
ALB,developed,DEV,ssp1,2010,MM,3031137.474755533,33.298488564622865
ALB,developed,DEV,ssp1,2010,gfdl,3031137.474755533,33.298488564622865
ALB,developed,DEV,ssp1,2010,ipsl,3031137.474755533,33.298488564622865
ALB,developed,DEV,ssp1,2010,mpi,3031137.474755533,33.298488564622865
ALB,developed,DEV,ssp1,2010,mri,3031137.474755533,33.298488564622865
ALB,developed,DEV,ssp1,2010,ukesm,3031137.474755533,33.298488564622865
ALB,developed,DEV,ssp1,2020,MM,2683719.0125289974,33.88804008616634
ALB,developed,DEV,ssp1,2020,gfdl,2683719.0125289974,33.88804008616634
ALB,developed,DEV,ssp1,2020,ipsl,2683719.0125289974,33.88804008616634
ALB,developed,DEV,ssp1,2020,mpi,2683719.0125289974,33.88804008616634
ALB,developed,DEV,ssp1,2020,mri,2683719.0125289974,33.88804008616634
ALB,developed,DEV,ssp1,2020,ukesm,2683719.0125289974,33.88804008616634
ALB,developed,DEV,ssp1,2030,MM,2541058.9688953506,33.87691478789014
ALB,developed,DEV,ssp1,2030,gfdl,2541058.9688953506,33.87691478789014
ALB,developed,DEV,ssp1,2030,ipsl,2541058.9688953506,33.87691478789014
ALB,developed,DEV,ssp1,2030,mpi,2541058.9688953506,33.87691478789014
ALB,developed,DEV,ssp1,2030,mri,2541058.9688953506,33.87691478789014
ALB,developed,DEV,ssp1,2030,ukesm,2541058.9688953506,33.87691478789014
ALB,developed,DEV,ssp1,2040,MM,2349517.622351829,33.37706015715917
ALB,developed,DEV,ssp1,2040,gfdl,2349517.622351829,33.377060157159164
ALB,developed,DEV,ssp1,2040,ipsl,2349517.622351829,33.377060157159164
ALB,developed,DEV,ssp1,2040,mpi,2349517.622351829,33.37706015715917
ALB,developed,DEV,ssp1,2040,mri,2349517.622351829,33.37706015715917
ALB,developed,DEV,ssp1,2040,ukesm,2349517.622351829,33.37706015715917
ALB,developed,DEV,ssp1,2050,MM,2136527.5666080858,32.380303771603444
ALB,developed,DEV,ssp1,2050,gfdl,2136527.5666080858,32.380303771603444
ALB,developed,DEV,ssp1,2050,ipsl,2136527.5666080858,32.380303771603444
ALB,developed,DEV,ssp1,2050,mpi,2136527.5666080858,32.380303771603444
ALB,developed,DEV,ssp1,2050,mri,2136527.5666080858,32.380303771603444
ALB,developed,DEV,ssp1,2050,ukesm,2136527.5666080858,32.380303771603444
ALB,developed,DEV,ssp1,2060,MM,1920059.326137472,30.57667353221165
ALB,developed,DEV,ssp1,2060,gfdl,1920059.326137472,30.545999378460728
ALB,developed,DEV,ssp1,2060,ipsl,1920059.326137472,30.55171895942301
ALB,developed,DEV,ssp1,2060,mpi,1920059.326137472,30.556565119998375
ALB,developed,DEV,ssp1,2060,mri,1920059.326137472,30.589466866041356
ALB,developed,DEV,ssp1,2060,ukesm,1920059.326137472,30.639617337134787
ALB,developed,DEV,ssp1,2070,MM,1727677.5000737223,26.46404999554601
ALB,developed,DEV,ssp1,2070,gfdl,1727677.5000737223,26.45687231435316
ALB,developed,DEV,ssp1,2070,ipsl,1727677.5000737223,26.403532208396715
ALB,developed,DEV,ssp1,2070,mpi,1727677.5000737223,26.456574854437147
ALB,developed,DEV,ssp1,2070,mri,1727677.5000737223,26.497650144857552
ALB,developed,DEV,ssp1,2070,ukesm,1727677.5000737223,26.50562045568546
ALB,developed,DEV,ssp2,2010,MM,3031049.759498801,33.29941503796772
ALB,developed,DEV,ssp2,2010,gfdl,3031049.759498801,33.29941503796772
ALB,developed,DEV,ssp2,2010,ipsl,3031049.759498801,33.29941503796772
ALB,developed,DEV,ssp2,2010,mpi,3031049.759498801,33.29941503796772
ALB,developed,DEV,ssp2,2010,mri,3031049.759498801,33.29941503796772
ALB,developed,DEV,ssp2,2010,ukesm,3031049.759498801,33.29941503796772
ALB,developed,DEV,ssp2,2020,MM,2684255.3443945856,34.110216513496944
ALB,developed,DEV,ssp2,2020,gfdl,2684255.3443945856,34.110216513496944
ALB,developed,DEV,ssp2,2020,ipsl,2684255.3443945856,34.110216513496944
ALB,developed,DEV,ssp2,2020,mpi,2684255.3443945856,34.110216513496944
ALB,developed,DEV,ssp2,2020,mri,2684255.3443945856,34.110216513496944
ALB,developed,DEV,ssp2,2020,ukesm,2684255.3443945856,34.110216513496944
ALB,developed,DEV,ssp2,2030,MM,2543394.275436541,34.53843512290127
ALB,developed,DEV,ssp2,2030,gfdl,2543394.275436541,34.53843512290127
ALB,developed,DEV,ssp2,2030,ipsl,2543394.275436541,34.53843512290127
ALB,developed,DEV,ssp2,2030,mpi,2543394.275436541,34.53843512290127
ALB,developed,DEV,ssp2,2030,mri,2543394.275436541,34.53843512290127
ALB,developed,DEV,ssp2,2030,ukesm,2543394.275436541,34.53843512290127
ALB,developed,DEV,ssp2,2040,MM,2350159.504087395,34.380930129974544
ALB,developed,DEV,ssp2,2040,gfdl,2350159.504087395,34.380930129974544
ALB,developed,DEV,ssp2,2040,ipsl,2350159.504087395,34.380930129974544
ALB,developed,DEV,ssp2,2040,mpi,2350159.504087395,34.380930129974544
ALB,developed,DEV,ssp2,2040,mri,2350159.504087395,34.380930129974544
ALB,developed,DEV,ssp2,2040,ukesm,2350159.504087395,34.380930129974544
ALB,developed,DEV,ssp2,2050,MM,2134725.2788232234,33.72194276468379
ALB,developed,DEV,ssp2,2050,gfdl,2134725.2788232234,33.72194276468378
ALB,developed,DEV,ssp2,2050,ipsl,2134725.2788232234,33.72194276468379
ALB,developed,DEV,ssp2,2050,mpi,2134725.2788232234,33.72194276468378
ALB,developed,DEV,ssp2,2050,mri,2134725.2788232234,33.72194276468378
ALB,developed,DEV,ssp2,2050,ukesm,2134725.2788232234,33.72194276468379
ALB,developed,DEV,ssp2,2060,MM,1927006.2288354535,32.69624047304447
ALB,developed,DEV,ssp2,2060,gfdl,1927006.2288354535,32.69624047304447
ALB,developed,DEV,ssp2,2060,ipsl,1927006.2288354535,32.69624047304447
ALB,developed,DEV,ssp2,2060,mpi,1927006.2288354535,32.69624047304447
ALB,developed,DEV,ssp2,2060,mri,1927006.2288354535,32.69624047304447
ALB,developed,DEV,ssp2,2060,ukesm,1927006.2288354535,32.69624047304447
ALB,developed,DEV,ssp2,2070,MM,1752051.0551500511,31.156851658501118
ALB,developed,DEV,ssp2,2070,gfdl,1752051.0551500511,31.15685165850112
ALB,developed,DEV,ssp2,2070,ipsl,1752051.0551500511,31.15685165850112
ALB,developed,DEV,ssp2,2070,mpi,1752051.0551500511,31.15685165850112
ALB,developed,DEV,ssp2,2070,mri,1752051.0551500511,31.15685165850112
ALB,developed,DEV,ssp2,2070,ukesm,1752051.0551500511,31.15685165850112
ALB,developed,DEV,ssp3,2010,MM,3031092.47197894,33.29995521729392
ALB,developed,DEV,ssp3,2010,gfdl,3031092.47197894,33.29995521729391
ALB,developed,DEV,ssp3,2010,ipsl,3031092.47197894,33.29995521729391
ALB,developed,DEV,ssp3,2010,mpi,3031092.47197894,33.29995521729392
ALB,developed,DEV,ssp3,2010,mri,3031092.47197894,33.29995521729392
ALB,developed,DEV,ssp3,2010,ukesm,3031092.47197894,33.29995521729392
ALB,developed,DEV,ssp3,2020,MM,2685298.360510499,34.65977598987998
ALB,developed,DEV,ssp3,2020,gfdl,2685298.360510499,34.65977598987998
ALB,developed,DEV,ssp3,2020,ipsl,2685298.360510499,34.65977598987998
ALB,developed,DEV,ssp3,2020,mpi,2685298.360510499,34.65977598987998
ALB,developed,DEV,ssp3,2020,mri,2685298.360510499,34.65977598987998
ALB,developed,DEV,ssp3,2020,ukesm,2685298.360510499,34.65977598987998
ALB,developed,DEV,ssp3,2030,MM,2652912.608367531,36.16834169725936
ALB,developed,DEV,ssp3,2030,gfdl,2652912.608367531,36.16834169725936
ALB,developed,DEV,ssp3,2030,ipsl,2652912.608367531,36.16834169725936
