iso,region_dev,region_ar6_6,year,hdi,gdi,healthindex,incindex,edindex,lifexp,esch,msch,lgnic
AZE,developing,EEA,1996,0.59,,0.656,0.513,0.609,62.622,9.939,9.986,8.002
AZE,developing,EEA,1997,0.594,,0.661,0.52,0.608,62.973,9.845,10.051,8.05
AZE,developing,EEA,1998,0.604,,0.67,0.534,0.615,63.561,10.01,10.116,8.143
AZE,developing,EEA,1999,0.615,,0.68,0.55,0.622,64.189,10.175,10.182,8.243
AZE,developing,EEA,2000,0.622,0.973,0.691,0.555,0.629,64.891,10.34,10.249,8.282
AZE,developing,EEA,2001,0.632,0.973,0.7,0.567,0.636,65.51,10.505,10.316,8.359
AZE,developing,EEA,2002,0.642,0.971,0.711,0.578,0.642,66.239,10.67,10.383,8.434
AZE,developing,EEA,2003,0.651,0.971,0.719,0.591,0.649,66.756,10.835,10.45,8.517
AZE,developing,EEA,2004,0.659,0.971,0.728,0.599,0.656,67.346,11.0,10.517,8.57
AZE,developing,EEA,2005,0.672,0.972,0.732,0.625,0.663,67.562,11.165,10.584,8.746
AZE,developing,EEA,2006,0.692,0.974,0.741,0.668,0.67,68.165,11.33,10.651,9.025
AZE,developing,EEA,2007,0.706,0.947,0.748,0.696,0.677,68.603,11.495,10.719,9.21
AZE,developing,EEA,2008,0.716,0.955,0.751,0.717,0.682,68.811,11.66,10.731,9.349
AZE,developing,EEA,2009,0.722,0.962,0.759,0.733,0.677,69.356,11.825,10.452,9.459
AZE,developing,EEA,2010,0.727,0.958,0.762,0.741,0.682,69.529,11.99,10.466,9.509
AZE,developing,EEA,2011,0.729,0.954,0.769,0.735,0.687,69.984,12.155,10.467,9.471
AZE,developing,EEA,2012,0.734,0.949,0.775,0.738,0.691,70.36,12.32,10.472,9.493
AZE,developing,EEA,2013,0.741,0.949,0.783,0.746,0.696,70.881,12.485,10.476,9.544
AZE,developing,EEA,2014,0.745,0.958,0.786,0.752,0.701,71.116,12.65,10.478,9.581
AZE,developing,EEA,2015,0.748,0.958,0.792,0.751,0.705,71.451,12.815,10.476,9.575
AZE,developing,EEA,2016,0.75,0.955,0.8,0.74,0.712,72.004,12.98,10.555,9.503
AZE,developing,EEA,2017,0.753,0.951,0.804,0.742,0.717,72.248,13.145,10.545,9.517
AZE,developing,EEA,2018,0.757,0.952,0.812,0.741,0.721,72.76,13.31,10.542,9.511
AZE,developing,EEA,2019,0.761,0.956,0.817,0.745,0.726,73.102,13.472,10.543,9.535
AZE,developing,EEA,2020,0.73,0.977,0.721,0.742,0.726,66.868,13.497,10.543,9.515
AZE,developing,EEA,2021,0.745,0.974,0.759,0.749,0.726,69.366,13.497,10.543,9.565
BDI,ldc,AFR,1990,0.29,,0.382,0.366,0.174,44.86,4.518,1.461,7.025
BDI,ldc,AFR,1991,0.292,,0.373,0.371,0.18,44.227,4.671,1.514,7.064
BDI,ldc,AFR,1992,0.289,,0.368,0.37,0.177,43.895,4.497,1.568,7.058
BDI,ldc,AFR,1993,0.26,,0.263,0.357,0.187,37.105,4.789,1.622,6.967
BDI,ldc,AFR,1994,0.29,,0.37,0.349,0.188,44.08,4.752,1.675,6.917
BDI,ldc,AFR,1995,0.286,,0.37,0.336,0.189,44.059,4.714,1.729,6.829
BDI,ldc,AFR,1996,0.283,,0.375,0.32,0.189,44.373,4.676,1.783,6.723
BDI,ldc,AFR,1997,0.287,,0.391,0.319,0.19,45.387,4.639,1.836,6.72
BDI,ldc,AFR,1998,0.294,,0.408,0.326,0.191,46.552,4.601,1.89,6.76
BDI,ldc,AFR,1999,0.296,,0.424,0.321,0.192,47.528,4.563,1.944,6.732
BDI,ldc,AFR,2000,0.297,0.852,0.423,0.322,0.192,47.514,4.526,1.997,6.734
BDI,ldc,AFR,2001,0.299,0.855,0.437,0.317,0.193,48.431,4.488,2.051,6.704
BDI,ldc,AFR,2002,0.311,0.852,0.46,0.319,0.205,49.891,4.852,2.105,6.718
BDI,ldc,AFR,2003,0.319,0.851,0.475,0.312,0.219,50.857,5.295,2.158,6.669
BDI,ldc,AFR,2004,0.33,0.852,0.492,0.313,0.233,52.01,5.738,2.212,6.678
BDI,ldc,AFR,2005,0.338,0.86,0.508,0.311,0.244,53.023,6.056,2.266,6.667
BDI,ldc,AFR,2006,0.36,0.877,0.521,0.316,0.284,53.869,7.439,2.319,6.696
BDI,ldc,AFR,2007,0.372,0.882,0.534,0.316,0.305,54.727,8.134,2.373,6.7
BDI,ldc,AFR,2008,0.386,0.894,0.549,0.319,0.328,55.71,8.883,2.427,6.716
BDI,ldc,AFR,2009,0.395,0.896,0.56,0.319,0.346,56.388,9.632,2.36,6.714
BDI,ldc,AFR,2010,0.405,0.906,0.57,0.322,0.361,57.081,10.247,2.293,6.735
BDI,ldc,AFR,2011,0.41,0.91,0.581,0.323,0.367,57.769,10.538,2.226,6.741
BDI,ldc,AFR,2012,0.416,0.914,0.592,0.325,0.373,58.493,10.83,2.159,6.757
BDI,ldc,AFR,2013,0.421,0.919,0.604,0.328,0.377,59.235,11.062,2.092,6.778
BDI,ldc,AFR,2014,0.426,0.992,0.613,0.329,0.384,59.868,11.378,2.025,6.785
BDI,ldc,AFR,2015,0.428,0.931,0.619,0.319,0.396,60.217,11.528,2.285,6.715
BDI,ldc,AFR,2016,0.43,0.929,0.628,0.313,0.404,60.793,11.48,2.545,6.678
BDI,ldc,AFR,2017,0.428,0.93,0.639,0.309,0.397,61.553,10.93,2.805,6.65
BDI,ldc,AFR,2018,0.428,0.933,0.641,0.307,0.398,61.688,10.775,2.963,6.638
BDI,ldc,AFR,2019,0.431,0.937,0.652,0.305,0.402,62.351,10.723,3.129,6.625
BDI,ldc,AFR,2020,0.426,0.938,0.639,0.301,0.402,61.566,10.723,3.129,6.601
BDI,ldc,AFR,2021,0.426,0.935,0.641,0.301,0.402,61.663,10.723,3.129,6.595
BEL,developed,DEV,1990,0.816,,0.862,0.895,0.703,76.055,14.031,9.407,10.527
BEL,developed,DEV,1991,0.819,,0.865,0.897,0.709,76.196,14.072,9.547,10.546
BEL,developed,DEV,1992,0.835,,0.867,0.899,0.748,76.355,15.308,9.688,10.557
BEL,developed,DEV,1993,0.85,,0.867,0.898,0.787,76.361,16.544,9.829,10.553
BEL,developed,DEV,1994,0.858,,0.873,0.904,0.8,76.714,16.852,9.969,10.589
BEL,developed,DEV,1995,0.865,,0.874,0.907,0.817,76.839,17.263,10.11,10.607
BEL,developed,DEV,1996,0.871,,0.88,0.908,0.829,77.183,17.591,10.197,10.614
BEL,developed,DEV,1997,0.876,,0.883,0.913,0.833,77.4,17.639,10.283,10.648
BEL,developed,DEV,1998,0.878,,0.884,0.916,0.837,77.474,17.688,10.37,10.668
BEL,developed,DEV,1999,0.882,,0.887,0.92,0.841,77.646,17.736,10.457,10.693
BEL,developed,DEV,2000,0.887,0.974,0.889,0.923,0.849,77.767,17.925,10.544,10.719
BEL,developed,DEV,2001,0.89,0.968,0.894,0.924,0.855,78.081,18.0,10.641,10.719
BEL,developed,DEV,2002,0.892,0.968,0.895,0.926,0.858,78.167,18.0,10.738,10.733
BEL,developed,DEV,2003,0.895,0.965,0.897,0.926,0.861,78.32,18.0,10.835,10.737
BEL,developed,DEV,2004,0.9,0.97,0.907,0.929,0.864,78.96,18.0,10.933,10.757
BEL,developed,DEV,2005,0.902,0.967,0.909,0.931,0.868,79.053,18.0,11.03,10.769
BEL,developed,DEV,2006,0.905,0.967,0.914,0.933,0.868,79.388,18.0,11.053,10.784
BEL,developed,DEV,2007,0.908,0.966,0.916,0.938,0.871,79.526,18.0,11.117,10.814
BEL,developed,DEV,2008,0.908,0.967,0.917,0.936,0.873,79.577,18.0,11.182,10.8
BEL,developed,DEV,2009,0.91,0.968,0.921,0.934,0.877,79.847,18.0,11.317,10.786
BEL,developed,DEV,2010,0.912,0.971,0.924,0.934,0.881,80.033,18.0,11.416,10.79
BEL,developed,DEV,2011,0.914,0.969,0.929,0.931,0.882,80.365,18.0,11.47,10.768
BEL,developed,DEV,2012,0.915,0.971,0.927,0.934,0.883,80.261,18.0,11.5,10.791
BEL,developed,DEV,2013,0.916,0.972,0.93,0.935,0.885,80.468,18.0,11.54,10.795
BEL,developed,DEV,2014,0.921,0.971,0.94,0.937,0.888,81.081,18.0,11.64,10.805
BEL,developed,DEV,2015,0.924,0.972,0.937,0.939,0.896,80.89,18.0,11.894,10.82
BEL,developed,DEV,2016,0.927,0.973,0.943,0.94,0.9,81.266,18.0,11.985,10.83
BEL,developed,DEV,2017,0.931,0.973,0.944,0.941,0.908,81.362,18.0,12.237,10.838
BEL,developed,DEV,2018,0.933,0.974,0.946,0.942,0.91,81.479,18.0,12.306,10.844
BEL,developed,DEV,2019,0.936,0.975,0.951,0.946,0.913,81.831,18.0,12.376,10.867
BEL,developed,DEV,2020,0.928,0.976,0.935,0.937,0.913,80.788,18.0,12.376,10.808
BEL,developed,DEV,2021,0.937,0.978,0.952,0.946,0.913,81.879,18.0,12.376,10.865
BEN,ldc,AFR,1990,0.359,,0.512,0.462,0.196,53.292,5.293,1.459,7.665
BEN,ldc,AFR,1991,0.364,,0.517,0.464,0.202,53.624,5.413,1.535,7.677
BEN,ldc,AFR,1992,0.369,,0.524,0.46,0.208,54.089,5.533,1.615,7.651
BEN,ldc,AFR,1993,0.375,,0.531,0.466,0.214,54.537,5.653,1.699,7.691
BEN,ldc,AFR,1994,0.38,,0.537,0.463,0.22,54.91,5.773,1.784,7.673
BEN,ldc,AFR,1995,0.386,,0.543,0.468,0.226,55.295,5.893,1.868,7.7
BEN,ldc,AFR,1996,0.391,,0.547,0.469,0.232,55.558,6.013,1.952,7.712
BEN,ldc,AFR,1997,0.397,,0.554,0.474,0.238,55.978,6.133,2.037,7.744
BEN,ldc,AFR,1998,0.402,,0.557,0.477,0.244,56.218,6.253,2.121,7.76
BEN,ldc,AFR,1999,0.409,,0.562,0.48,0.253,56.526,6.46,2.205,7.785
BEN,ldc,AFR,2000,0.416,0.768,0.563,0.484,0.263,56.578,6.73,2.29,7.812
BEN,ldc,AFR,2001,0.428,0.774,0.564,0.488,0.285,56.66,7.396,2.374,7.833
BEN,ldc,AFR,2002,0.436,0.777,0.563,0.489,0.301,56.606,7.882,2.459,7.845
BEN,ldc,AFR,2003,0.443,0.782,0.565,0.49,0.314,56.738,8.287,2.52,7.848
BEN,ldc,AFR,2004,0.45,0.787,0.567,0.492,0.327,56.826,8.677,2.582,7.863
BEN,ldc,AFR,2005,0.457,0.796,0.571,0.491,0.34,57.125,9.071,2.644,7.854
BEN,ldc,AFR,2006,0.464,0.803,0.576,0.492,0.353,57.456,9.466,2.715,7.862
BEN,ldc,AFR,2007,0.472,0.808,0.58,0.496,0.367,57.675,9.86,2.786,7.89
BEN,ldc,AFR,2008,0.48,0.817,0.583,0.5,0.38,57.869,10.254,2.857,7.914
BEN,ldc,AFR,2009,0.486,0.822,0.584,0.499,0.393,57.956,10.649,2.927,7.907
BEN,ldc,AFR,2010,0.492,0.833,0.59,0.497,0.407,58.363,11.043,2.998,7.897
BEN,ldc,AFR,2011,0.499,0.856,0.592,0.498,0.422,58.462,11.438,3.142,7.902
BEN,ldc,AFR,2012,0.509,0.841,0.596,0.5,0.443,58.716,11.999,3.285,7.917
BEN,ldc,AFR,2013,0.52,0.849,0.599,0.507,0.463,58.965,12.56,3.429,7.959
BEN,ldc,AFR,2014,0.524,0.852,0.602,0.512,0.468,59.125,12.567,3.572,7.994
BEN,ldc,AFR,2015,0.529,0.861,0.606,0.51,0.48,59.377,12.805,3.716,7.98
BEN,ldc,AFR,2016,0.53,0.867,0.608,0.51,0.479,59.539,12.615,3.863,7.985
BEN,ldc,AFR,2017,0.53,0.871,0.613,0.514,0.471,59.856,12.153,4.01,8.01
BEN,ldc,AFR,2018,0.53,0.851,0.618,0.52,0.463,60.14,11.691,4.158,8.048
BEN,ldc,AFR,2019,0.53,0.877,0.622,0.526,0.455,60.454,11.229,4.305,8.088
BEN,ldc,AFR,2020,0.524,0.877,0.617,0.528,0.443,60.088,10.767,4.305,8.098
BEN,ldc,AFR,2021,0.525,0.88,0.613,0.533,0.443,59.821,10.767,4.305,8.134
BFA,ldc,AFR,2000,0.296,,0.475,0.387,0.141,50.847,3.519,1.286,7.167
BFA,ldc,AFR,2001,0.299,,0.478,0.392,0.143,51.071,3.598,1.292,7.2
BFA,ldc,AFR,2002,0.303,,0.481,0.393,0.148,51.272,3.756,1.297,7.209
BFA,ldc,AFR,2003,0.31,,0.489,0.4,0.152,51.793,3.914,1.303,7.253
BFA,ldc,AFR,2004,0.32,,0.499,0.403,0.163,52.416,4.284,1.308,7.271
BFA,ldc,AFR,2005,0.331,0.798,0.509,0.41,0.173,53.092,4.655,1.313,7.322
BFA,ldc,AFR,2006,0.339,0.803,0.519,0.416,0.181,53.742,4.932,1.319,7.36
BFA,ldc,AFR,2007,0.334,0.819,0.529,0.418,0.168,54.375,5.392,0.559,7.37
BFA,ldc,AFR,2008,0.349,0.833,0.544,0.421,0.185,55.342,5.866,0.663,7.395
BFA,ldc,AFR,2009,0.36,0.836,0.553,0.42,0.2,55.96,6.288,0.767,7.386
BFA,ldc,AFR,2010,0.372,0.852,0.561,0.425,0.215,56.477,6.711,0.871,7.419
BFA,ldc,AFR,2011,0.384,0.859,0.571,0.428,0.231,57.125,7.163,0.975,7.442
BFA,ldc,AFR,2012,0.395,0.867,0.579,0.436,0.244,57.619,7.473,1.079,7.489
BFA,ldc,AFR,2013,0.402,0.874,0.582,0.44,0.254,57.823,7.726,1.182,7.515
BFA,ldc,AFR,2014,0.408,0.881,0.59,0.439,0.261,58.359,7.867,1.286,7.511
BFA,ldc,AFR,2015,0.418,0.886,0.598,0.44,0.278,58.845,8.259,1.445,7.517
BFA,ldc,AFR,2016,0.427,0.889,0.605,0.444,0.29,59.326,8.526,1.603,7.546
BFA,ldc,AFR,2017,0.438,0.893,0.608,0.45,0.306,59.536,8.906,1.761,7.585
BFA,ldc,AFR,2018,0.449,0.884,0.616,0.456,0.322,60.047,9.274,1.92,7.626
BFA,ldc,AFR,2019,0.452,0.902,0.616,0.457,0.328,60.039,9.262,2.115,7.628
BFA,ldc,AFR,2020,0.449,0.906,0.611,0.455,0.324,59.731,9.142,2.115,7.62
BFA,ldc,AFR,2021,0.449,0.903,0.604,0.461,0.324,59.27,9.142,2.115,7.658
BGD,ldc,APC,1990,0.397,,0.554,0.414,0.272,55.989,5.832,3.295,7.349
BGD,ldc,APC,1991,0.394,,0.525,0.416,0.281,54.154,6.023,3.399,7.36
BGD,ldc,APC,1992,0.413,,0.579,0.421,0.289,57.635,6.214,3.504,7.393
BGD,ldc,APC,1993,0.42,,0.583,0.425,0.298,57.927,6.404,3.608,7.42
BGD,ldc,APC,1994,0.427,,0.594,0.428,0.307,58.617,6.595,3.712,7.441
BGD,ldc,APC,1995,0.436,,0.607,0.433,0.316,59.467,6.786,3.817,7.469
BGD,ldc,APC,1996,0.441,,0.608,0.435,0.324,59.493,6.976,3.91,7.487
BGD,ldc,APC,1997,0.453,,0.637,0.439,0.332,61.427,7.167,4.002,7.511
BGD,ldc,APC,1998,0.467,,0.676,0.443,0.341,63.917,7.358,4.095,7.541
BGD,ldc,APC,1999,0.481,,0.711,0.448,0.349,66.228,7.548,4.188,7.568
BGD,ldc,APC,2000,0.485,0.77,0.704,0.453,0.358,65.779,7.739,4.281,7.602
BGD,ldc,APC,2001,0.492,0.778,0.71,0.457,0.367,66.135,7.93,4.397,7.631
BGD,ldc,APC,2002,0.499,0.788,0.717,0.461,0.375,66.612,8.12,4.477,7.659
BGD,ldc,APC,2003,0.505,0.797,0.72,0.466,0.383,66.824,8.311,4.557,7.688
BGD,ldc,APC,2004,0.511,0.802,0.726,0.472,0.391,67.187,8.501,4.637,7.727
BGD,ldc,APC,2005,0.518,0.809,0.728,0.479,0.399,67.299,8.692,4.718,7.776
BGD,ldc,APC,2006,0.524,0.812,0.727,0.489,0.405,67.241,8.817,4.798,7.839
BGD,ldc,APC,2007,0.527,0.817,0.719,0.498,0.409,66.714,8.863,4.878,7.902
BGD,ldc,APC,2008,0.53,0.825,0.724,0.507,0.406,67.051,8.651,4.958,7.959
BGD,ldc,APC,2009,0.541,0.823,0.729,0.513,0.424,67.403,9.225,5.038,8.0
BGD,ldc,APC,2010,0.553,0.837,0.748,0.52,0.435,68.638,9.521,5.119,8.045
BGD,ldc,APC,2011,0.561,0.842,0.751,0.527,0.446,68.809,9.818,5.199,8.094
BGD,ldc,APC,2012,0.572,0.855,0.762,0.535,0.458,69.554,10.115,5.302,8.15
BGD,ldc,APC,2013,0.574,0.87,0.763,0.542,0.458,69.565,10.411,5.065,8.193
BGD,ldc,APC,2014,0.583,0.874,0.769,0.547,0.471,69.986,10.708,5.194,8.228
BGD,ldc,APC,2015,0.602,0.876,0.777,0.555,0.505,70.491,11.005,5.986,8.278
BGD,ldc,APC,2016,0.612,0.893,0.786,0.563,0.518,71.09,11.301,6.114,8.329
BGD,ldc,APC,2017,0.622,0.902,0.797,0.57,0.531,71.788,11.598,6.27,8.376
BGD,ldc,APC,2018,0.635,0.89,0.809,0.58,0.547,72.568,12.036,6.386,8.443
BGD,ldc,APC,2019,0.644,0.9,0.812,0.59,0.558,72.806,12.239,6.55,8.51
BGD,ldc,APC,2020,0.655,0.896,0.8,0.594,0.592,71.968,12.442,7.379,8.539
BGD,ldc,APC,2021,0.661,0.898,0.806,0.605,0.592,72.381,12.442,7.379,8.607
BGR,developed,DEV,1990,0.684,,0.79,0.721,0.561,71.357,12.011,6.815,9.38
BGR,developed,DEV,1991,0.684,,0.788,0.707,0.573,71.227,12.131,7.088,9.287
BGR,developed,DEV,1992,0.686,,0.788,0.709,0.578,71.215,11.967,7.373,9.3
BGR,developed,DEV,1993,0.689,,0.788,0.708,0.585,71.226,11.871,7.669,9.292
BGR,developed,DEV,1994,0.691,,0.783,0.711,0.593,70.901,11.806,7.965,9.312
BGR,developed,DEV,1995,0.7,,0.785,0.715,0.613,71.002,12.145,8.261,9.337
BGR,developed,DEV,1996,0.711,,0.783,0.722,0.635,70.874,12.59,8.557,9.385
BGR,developed,DEV,1997,0.706,,0.775,0.701,0.648,70.351,12.698,8.853,9.243
BGR,developed,DEV,1998,0.716,,0.783,0.709,0.66,70.912,12.787,9.149,9.298
BGR,developed,DEV,1999,0.72,,0.794,0.697,0.673,71.596,12.907,9.445,9.22
BGR,developed,DEV,2000,0.725,0.976,0.794,0.703,0.683,71.609,12.892,9.741,9.26
BGR,developed,DEV,2001,0.734,0.98,0.799,0.715,0.693,71.915,12.892,10.037,9.341
BGR,developed,DEV,2002,0.74,0.98,0.802,0.73,0.693,72.162,12.823,10.113,9.436
BGR,developed,DEV,2003,0.749,0.977,0.806,0.738,0.707,72.408,13.215,10.189,9.491
BGR,developed,DEV,2004,0.756,0.978,0.809,0.748,0.715,72.609,13.408,10.265,9.558
BGR,developed,DEV,2005,0.762,0.978,0.809,0.758,0.72,72.592,13.504,10.341,9.626
BGR,developed,DEV,2006,0.767,0.982,0.811,0.766,0.726,72.722,13.619,10.416,9.673
BGR,developed,DEV,2007,0.774,0.989,0.816,0.769,0.74,73.037,13.981,10.542,9.695
BGR,developed,DEV,2008,0.782,0.992,0.821,0.783,0.744,73.365,14.07,10.586,9.788
BGR,developed,DEV,2009,0.785,0.993,0.826,0.781,0.748,73.705,14.17,10.642,9.775
BGR,developed,DEV,2010,0.79,0.992,0.828,0.786,0.758,73.835,14.426,10.722,9.809
BGR,developed,DEV,2011,0.794,0.992,0.834,0.788,0.762,74.19,14.491,10.782,9.825
BGR,developed,DEV,2012,0.798,0.991,0.836,0.793,0.767,74.357,14.526,10.896,9.856
BGR,developed,DEV,2013,0.805,0.993,0.844,0.792,0.781,74.849,14.909,11.006,9.848
BGR,developed,DEV,2014,0.807,0.992,0.838,0.796,0.787,74.482,15.087,11.052,9.876
BGR,developed,DEV,2015,0.809,0.992,0.841,0.799,0.788,74.633,14.947,11.188,9.893
BGR,developed,DEV,2016,0.809,0.994,0.844,0.804,0.781,74.834,14.645,11.232,9.93
BGR,developed,DEV,2017,0.808,0.993,0.843,0.808,0.775,74.799,14.414,11.243,9.952
BGR,developed,DEV,2018,0.809,0.992,0.845,0.812,0.771,74.898,14.196,11.3,9.98
BGR,developed,DEV,2019,0.81,0.994,0.847,0.82,0.765,75.062,13.897,11.356,10.032
BGR,developed,DEV,2020,0.802,0.997,0.825,0.815,0.766,73.645,13.897,11.413,10.0
BGR,developed,DEV,2021,0.795,0.995,0.797,0.822,0.766,71.798,13.897,11.413,10.047
BHR,developing,MEA,1990,0.742,,0.81,0.908,0.556,72.668,13.885,5.108,10.617
BHR,developing,MEA,1991,0.743,,0.812,0.907,0.557,72.764,13.603,5.388,10.61
BHR,developing,MEA,1992,0.749,,0.815,0.923,0.56,72.953,13.326,5.682,10.714
BHR,developing,MEA,1993,0.761,,0.821,0.93,0.577,73.375,13.583,5.977,10.765
BHR,developing,MEA,1994,0.764,,0.823,0.923,0.587,73.517,13.598,6.272,10.713
BHR,developing,MEA,1995,0.772,,0.828,0.926,0.599,73.799,13.697,6.567,10.737
BHR,developing,MEA,1996,0.778,,0.836,0.928,0.607,74.355,13.616,6.862,10.748
BHR,developing,MEA,1997,0.78,,0.839,0.923,0.613,74.535,13.494,7.156,10.714
BHR,developing,MEA,1998,0.785,,0.841,0.927,0.62,74.641,13.373,7.451,10.74
BHR,developing,MEA,1999,0.789,,0.846,0.928,0.626,74.98,13.252,7.746,10.748
BHR,developing,MEA,2000,0.798,0.928,0.854,0.933,0.638,75.496,13.328,8.041,10.784
BHR,developing,MEA,2001,0.804,,0.86,0.928,0.65,75.908,13.403,8.335,10.751
BHR,developing,MEA,2002,0.804,,0.863,0.924,0.651,76.088,13.479,8.302,10.72
BHR,developing,MEA,2003,0.806,,0.867,0.925,0.652,76.337,13.555,8.268,10.73
BHR,developing,MEA,2004,0.804,,0.87,0.926,0.644,76.56,13.318,8.234,10.734
BHR,developing,MEA,2005,0.803,0.96,0.876,0.927,0.637,76.931,13.082,8.201,10.743
BHR,developing,MEA,2006,0.804,,0.879,0.926,0.639,77.156,13.211,8.167,10.734
BHR,developing,MEA,2007,0.807,,0.887,0.927,0.64,77.634,13.286,8.133,10.742
BHR,developing,MEA,2008,0.808,,0.894,0.921,0.641,78.084,13.361,8.1,10.705
BHR,developing,MEA,2009,0.806,,0.899,0.906,0.642,78.461,13.436,8.066,10.604
BHR,developing,MEA,2010,0.808,0.943,0.904,0.906,0.643,78.748,13.51,8.032,10.605
BHR,developing,MEA,2011,0.809,0.938,0.906,0.896,0.652,78.89,13.585,8.247,10.539
BHR,developing,MEA,2012,0.817,0.948,0.909,0.917,0.653,79.081,13.355,8.462,10.678
BHR,developing,MEA,2013,0.824,0.95,0.911,0.923,0.665,79.246,13.52,8.677,10.713
BHR,developing,MEA,2014,0.83,0.946,0.913,0.925,0.677,79.328,13.688,8.892,10.728
BHR,developing,MEA,2015,0.858,0.932,0.914,0.924,0.748,79.405,15.992,9.107,10.724
BHR,developing,MEA,2016,0.865,0.932,0.916,0.924,0.765,79.557,16.349,9.322,10.722
BHR,developing,MEA,2017,0.869,0.928,0.918,0.923,0.776,79.689,16.415,9.586,10.715
BHR,developing,MEA,2018,0.879,0.928,0.921,0.919,0.803,79.857,16.255,10.548,10.688
BHR,developing,MEA,2019,0.882,0.934,0.923,0.915,0.813,80.019,16.298,10.797,10.661
BHR,developing,MEA,2020,0.877,0.928,0.91,0.901,0.821,79.174,16.298,11.047,10.572
BHR,developing,MEA,2021,0.875,0.927,0.904,0.903,0.821,78.761,16.298,11.047,10.584
BHS,developing,LAM,2000,0.799,,0.801,0.905,0.703,72.041,12.071,11.039,10.594
BHS,developing,LAM,2001,0.801,,0.802,0.905,0.708,72.11,12.142,11.121,10.598
BHS,developing,LAM,2002,0.804,,0.804,0.907,0.713,72.232,12.213,11.203,10.61
BHS,developing,LAM,2003,0.805,,0.806,0.903,0.717,72.402,12.284,11.286,10.585
BHS,developing,LAM,2004,0.807,,0.807,0.902,0.722,72.478,12.355,11.368,10.578
BHS,developing,LAM,2005,0.811,,0.812,0.904,0.727,72.765,12.427,11.451,10.589
BHS,developing,LAM,2006,0.813,,0.813,0.904,0.732,72.855,12.498,11.533,10.593
BHS,developing,LAM,2007,0.812,,0.81,0.904,0.731,72.679,12.384,11.615,10.587
BHS,developing,LAM,2008,0.812,,0.81,0.9,0.733,72.667,12.349,11.698,10.563
BHS,developing,LAM,2009,0.81,,0.809,0.89,0.737,72.579,12.408,11.78,10.495
BHS,developing,LAM,2010,0.812,,0.811,0.889,0.742,72.731,12.467,11.863,10.489
BHS,developing,LAM,2011,0.812,,0.809,0.888,0.746,72.564,12.527,11.947,10.484
BHS,developing,LAM,2012,0.815,,0.812,0.89,0.751,72.753,12.586,12.032,10.496
BHS,developing,LAM,2013,0.816,,0.816,0.882,0.755,73.024,12.645,12.117,10.447
BHS,developing,LAM,2014,0.82,,0.821,0.883,0.76,73.366,12.704,12.203,10.448
BHS,developing,LAM,2015,0.82,,0.817,0.883,0.764,73.104,12.763,12.289,10.45
BHS,developing,LAM,2016,0.823,,0.824,0.881,0.769,73.537,12.823,12.377,10.436
BHS,developing,LAM,2017,0.825,,0.825,0.882,0.772,73.632,12.823,12.464,10.444
BHS,developing,LAM,2018,0.827,,0.828,0.881,0.775,73.806,12.823,12.553,10.437
BHS,developing,LAM,2019,0.816,,0.788,0.883,0.78,71.205,12.899,12.642,10.454
BHS,developing,LAM,2020,0.815,,0.81,0.857,0.78,72.677,12.899,12.642,10.282
BHS,developing,LAM,2021,0.812,,0.794,0.864,0.78,71.598,12.899,12.642,10.325
BIH,developed,DEV,2000,0.667,,0.838,0.667,0.529,74.496,11.64,6.175,9.023
BIH,developed,DEV,2001,0.672,,0.847,0.669,0.535,75.06,11.852,6.185,9.036
BIH,developed,DEV,2002,0.675,,0.84,0.675,0.542,74.612,12.064,6.194,9.072
BIH,developed,DEV,2003,0.683,,0.858,0.679,0.548,75.782,12.276,6.203,9.1
BIH,developed,DEV,2004,0.69,,0.864,0.686,0.554,76.133,12.488,6.212,9.149
BIH,developed,DEV,2005,0.691,0.916,0.853,0.691,0.56,75.42,12.7,6.221,9.181
BIH,developed,DEV,2006,0.699,0.917,0.865,0.698,0.566,76.247,12.9,6.23,9.225
BIH,developed,DEV,2007,0.707,0.928,0.864,0.707,0.579,76.161,13.1,6.45,9.282
BIH,developed,DEV,2008,0.718,0.932,0.874,0.716,0.592,76.838,13.3,6.671,9.345
BIH,developed,DEV,2009,0.721,0.932,0.877,0.712,0.599,76.976,13.3,6.891,9.321
BIH,developed,DEV,2010,0.725,0.935,0.878,0.712,0.609,77.073,13.4,7.111,9.316
BIH,developed,DEV,2011,0.732,0.933,0.877,0.714,0.627,77.007,13.87,7.238,9.33
BIH,developed,DEV,2012,0.745,0.921,0.88,0.715,0.657,77.191,14.176,7.89,9.337
BIH,developed,DEV,2013,0.751,0.917,0.867,0.722,0.676,76.33,14.098,8.542,9.383
BIH,developed,DEV,2014,0.756,0.917,0.856,0.725,0.696,75.659,14.02,9.194,9.406
BIH,developed,DEV,2015,0.761,0.92,0.864,0.732,0.697,76.182,13.943,9.292,9.451
BIH,developed,DEV,2016,0.77,0.921,0.874,0.738,0.708,76.808,13.865,9.693,9.489
BIH,developed,DEV,2017,0.772,0.922,0.876,0.743,0.708,76.935,13.788,9.753,9.521
BIH,developed,DEV,2018,0.776,0.922,0.878,0.75,0.71,77.093,13.788,9.812,9.568
BIH,developed,DEV,2019,0.783,0.933,0.881,0.755,0.722,77.241,13.8,10.174,9.606
BIH,developed,DEV,2020,0.781,0.939,0.865,0.751,0.735,76.225,13.8,10.536,9.574
