iso,region_dev,region_ar6_6,ssp,year,hdi
ECU,developing,LAM,ssp1,2070,0.81975059
ECU,developing,LAM,ssp2,2070,0.812623382
ECU,developing,LAM,ssp3,2070,0.679926913
ECU,developing,LAM,ssp4,2070,0.683863286
ECU,developing,LAM,ssp5,2070,0.819852457
EGY,developing,AFR,ssp1,2030,0.718224294
EGY,developing,AFR,ssp2,2030,0.700827523
EGY,developing,AFR,ssp3,2030,0.653510008
EGY,developing,AFR,ssp4,2030,0.649063144
EGY,developing,AFR,ssp5,2030,0.722072053
EGY,developing,AFR,ssp1,2035,0.736996266
EGY,developing,AFR,ssp2,2035,0.716992086
EGY,developing,AFR,ssp3,2035,0.662052434
EGY,developing,AFR,ssp4,2035,0.658493388
EGY,developing,AFR,ssp5,2035,0.742878862
EGY,developing,AFR,ssp1,2040,0.754122558
EGY,developing,AFR,ssp2,2040,0.732401608
EGY,developing,AFR,ssp3,2040,0.669200948
EGY,developing,AFR,ssp4,2040,0.667586276
EGY,developing,AFR,ssp5,2040,0.762130631
EGY,developing,AFR,ssp1,2045,0.769013857
EGY,developing,AFR,ssp2,2045,0.745344311
EGY,developing,AFR,ssp3,2045,0.675683359
EGY,developing,AFR,ssp4,2045,0.676040404
EGY,developing,AFR,ssp5,2045,0.7782425
EGY,developing,AFR,ssp1,2050,0.779793664
EGY,developing,AFR,ssp2,2050,0.75644019
EGY,developing,AFR,ssp3,2050,0.680234612
EGY,developing,AFR,ssp4,2050,0.683716439
EGY,developing,AFR,ssp5,2050,0.785210933
EGY,developing,AFR,ssp1,2055,0.786941227
EGY,developing,AFR,ssp2,2055,0.764612591
EGY,developing,AFR,ssp3,2055,0.683448244
EGY,developing,AFR,ssp4,2055,0.690402322
EGY,developing,AFR,ssp5,2055,0.788930144
EGY,developing,AFR,ssp1,2060,0.790264508
EGY,developing,AFR,ssp2,2060,0.771375382
EGY,developing,AFR,ssp3,2060,0.68581698
EGY,developing,AFR,ssp4,2060,0.69494649
EGY,developing,AFR,ssp5,2060,0.792321249
EGY,developing,AFR,ssp1,2065,0.793150281
EGY,developing,AFR,ssp2,2065,0.777181658
EGY,developing,AFR,ssp3,2065,0.687928066
EGY,developing,AFR,ssp4,2065,0.69893182
EGY,developing,AFR,ssp5,2065,0.795561505
EGY,developing,AFR,ssp1,2070,0.795546145
EGY,developing,AFR,ssp2,2070,0.782330405
EGY,developing,AFR,ssp3,2070,0.689594087
EGY,developing,AFR,ssp4,2070,0.702631075
EGY,developing,AFR,ssp5,2070,0.798518075
ESP,developed,DEV,ssp1,2030,0.850299456
ESP,developed,DEV,ssp2,2030,0.845670985
ESP,developed,DEV,ssp3,2030,0.795515235
ESP,developed,DEV,ssp4,2030,0.805775697
ESP,developed,DEV,ssp5,2030,0.852459418
ESP,developed,DEV,ssp1,2035,0.86178006
ESP,developed,DEV,ssp2,2035,0.85679547
ESP,developed,DEV,ssp3,2035,0.801604365
ESP,developed,DEV,ssp4,2035,0.813883773
ESP,developed,DEV,ssp5,2035,0.865003301
ESP,developed,DEV,ssp1,2040,0.871263386
ESP,developed,DEV,ssp2,2040,0.866278212
ESP,developed,DEV,ssp3,2040,0.807312264
ESP,developed,DEV,ssp4,2040,0.82061111
ESP,developed,DEV,ssp5,2040,0.875759063
ESP,developed,DEV,ssp1,2045,0.879217158
ESP,developed,DEV,ssp2,2045,0.873176526
ESP,developed,DEV,ssp3,2045,0.812328265
ESP,developed,DEV,ssp4,2045,0.826155896
ESP,developed,DEV,ssp5,2045,0.884188604
ESP,developed,DEV,ssp1,2050,0.884048044
ESP,developed,DEV,ssp2,2050,0.878966851
ESP,developed,DEV,ssp3,2050,0.816080763
ESP,developed,DEV,ssp4,2050,0.83096161
ESP,developed,DEV,ssp5,2050,0.884095371
ESP,developed,DEV,ssp1,2055,0.886615768
ESP,developed,DEV,ssp2,2055,0.882603108
ESP,developed,DEV,ssp3,2055,0.81898592
ESP,developed,DEV,ssp4,2055,0.835012471
ESP,developed,DEV,ssp5,2055,0.88241637
ESP,developed,DEV,ssp1,2060,0.886230655
ESP,developed,DEV,ssp2,2060,0.885656266
ESP,developed,DEV,ssp3,2060,0.822049429
ESP,developed,DEV,ssp4,2060,0.836856694
ESP,developed,DEV,ssp5,2060,0.881773178
ESP,developed,DEV,ssp1,2065,0.886646443
ESP,developed,DEV,ssp2,2065,0.888295753
ESP,developed,DEV,ssp3,2065,0.825081804
ESP,developed,DEV,ssp4,2065,0.838127974
ESP,developed,DEV,ssp5,2065,0.882265169
ESP,developed,DEV,ssp1,2070,0.887497624
ESP,developed,DEV,ssp2,2070,0.89124944
ESP,developed,DEV,ssp3,2070,0.828066247
ESP,developed,DEV,ssp4,2070,0.839566293
ESP,developed,DEV,ssp5,2070,0.883066858
EST,developed,DEV,ssp1,2030,0.820189468
EST,developed,DEV,ssp2,2030,0.813687526
EST,developed,DEV,ssp3,2030,0.799526754
EST,developed,DEV,ssp4,2030,0.791802438
EST,developed,DEV,ssp5,2030,0.822504458
EST,developed,DEV,ssp1,2035,0.826087158
EST,developed,DEV,ssp2,2035,0.817997396
EST,developed,DEV,ssp3,2035,0.802827714
EST,developed,DEV,ssp4,2035,0.794694835
EST,developed,DEV,ssp5,2035,0.829689521
EST,developed,DEV,ssp1,2040,0.830883084
EST,developed,DEV,ssp2,2040,0.822141054
EST,developed,DEV,ssp3,2040,0.805639061
EST,developed,DEV,ssp4,2040,0.797557764
EST,developed,DEV,ssp5,2040,0.835829629
EST,developed,DEV,ssp1,2045,0.834494996
EST,developed,DEV,ssp2,2045,0.824470604
EST,developed,DEV,ssp3,2045,0.807862471
EST,developed,DEV,ssp4,2045,0.800021185
EST,developed,DEV,ssp5,2045,0.840256071
EST,developed,DEV,ssp1,2050,0.835682103
EST,developed,DEV,ssp2,2050,0.825983006
EST,developed,DEV,ssp3,2050,0.809214226
EST,developed,DEV,ssp4,2050,0.802171079
EST,developed,DEV,ssp5,2050,0.837514501
EST,developed,DEV,ssp1,2055,0.835487198
EST,developed,DEV,ssp2,2055,0.826056857
EST,developed,DEV,ssp3,2055,0.809915716
EST,developed,DEV,ssp4,2055,0.804176878
EST,developed,DEV,ssp5,2055,0.834300608
EST,developed,DEV,ssp1,2060,0.833319734
EST,developed,DEV,ssp2,2060,0.826185508
EST,developed,DEV,ssp3,2060,0.811015702
EST,developed,DEV,ssp4,2060,0.804559875
EST,developed,DEV,ssp5,2060,0.832965093
EST,developed,DEV,ssp1,2065,0.832631356
EST,developed,DEV,ssp2,2065,0.826905143
EST,developed,DEV,ssp3,2065,0.812529127
EST,developed,DEV,ssp4,2065,0.805226556
EST,developed,DEV,ssp5,2065,0.833387245
EST,developed,DEV,ssp1,2070,0.832769558
EST,developed,DEV,ssp2,2070,0.82820321
EST,developed,DEV,ssp3,2070,0.814531917
EST,developed,DEV,ssp4,2070,0.806218093
EST,developed,DEV,ssp5,2070,0.834435138
ETH,ldc,AFR,ssp1,2030,0.516849233
ETH,ldc,AFR,ssp2,2030,0.454863857
ETH,ldc,AFR,ssp3,2030,0.378008924
ETH,ldc,AFR,ssp4,2030,0.364683561
ETH,ldc,AFR,ssp5,2030,0.522942594
ETH,ldc,AFR,ssp1,2035,0.544929368
ETH,ldc,AFR,ssp2,2035,0.473585187
ETH,ldc,AFR,ssp3,2035,0.381743534
ETH,ldc,AFR,ssp4,2035,0.369342301
ETH,ldc,AFR,ssp5,2035,0.554702313
ETH,ldc,AFR,ssp1,2040,0.57236993
ETH,ldc,AFR,ssp2,2040,0.492628006
ETH,ldc,AFR,ssp3,2040,0.384717341
ETH,ldc,AFR,ssp4,2040,0.373906833
ETH,ldc,AFR,ssp5,2040,0.586146505
ETH,ldc,AFR,ssp1,2045,0.599108803
ETH,ldc,AFR,ssp2,2045,0.510975639
ETH,ldc,AFR,ssp3,2045,0.386544862
ETH,ldc,AFR,ssp4,2045,0.377912593
ETH,ldc,AFR,ssp5,2045,0.616199198
ETH,ldc,AFR,ssp1,2050,0.621849418
ETH,ldc,AFR,ssp2,2050,0.528904684
ETH,ldc,AFR,ssp3,2050,0.387078555
ETH,ldc,AFR,ssp4,2050,0.381245549
ETH,ldc,AFR,ssp5,2050,0.637913726
ETH,ldc,AFR,ssp1,2055,0.641741404
ETH,ldc,AFR,ssp2,2055,0.545449449
ETH,ldc,AFR,ssp3,2055,0.388299665
ETH,ldc,AFR,ssp4,2055,0.385663303
ETH,ldc,AFR,ssp5,2055,0.656566377
ETH,ldc,AFR,ssp1,2060,0.658309031
ETH,ldc,AFR,ssp2,2060,0.561874808
ETH,ldc,AFR,ssp3,2060,0.389003606
ETH,ldc,AFR,ssp4,2060,0.388616125
ETH,ldc,AFR,ssp5,2060,0.674325957
ETH,ldc,AFR,ssp1,2065,0.674310777
ETH,ldc,AFR,ssp2,2065,0.577862652
ETH,ldc,AFR,ssp3,2065,0.390445072
ETH,ldc,AFR,ssp4,2065,0.392227844
ETH,ldc,AFR,ssp5,2065,0.691418164
ETH,ldc,AFR,ssp1,2070,0.68932187
ETH,ldc,AFR,ssp2,2070,0.59408266
ETH,ldc,AFR,ssp3,2070,0.391948623
ETH,ldc,AFR,ssp4,2070,0.395763292
ETH,ldc,AFR,ssp5,2070,0.707082949
FIN,developed,DEV,ssp1,2030,0.879893884
FIN,developed,DEV,ssp2,2030,0.873364106
FIN,developed,DEV,ssp3,2030,0.857706432
FIN,developed,DEV,ssp4,2030,0.857038834
FIN,developed,DEV,ssp5,2030,0.881535721
FIN,developed,DEV,ssp1,2035,0.884032452
FIN,developed,DEV,ssp2,2035,0.876757586
FIN,developed,DEV,ssp3,2035,0.859913286
FIN,developed,DEV,ssp4,2035,0.859879302
FIN,developed,DEV,ssp5,2035,0.886841606
FIN,developed,DEV,ssp1,2040,0.887719342
FIN,developed,DEV,ssp2,2040,0.880437406
FIN,developed,DEV,ssp3,2040,0.862294136
FIN,developed,DEV,ssp4,2040,0.862822527
FIN,developed,DEV,ssp5,2040,0.891871604
FIN,developed,DEV,ssp1,2045,0.890795382
FIN,developed,DEV,ssp2,2045,0.88196962
FIN,developed,DEV,ssp3,2045,0.864375045
FIN,developed,DEV,ssp4,2045,0.864931264
FIN,developed,DEV,ssp5,2045,0.895419156
FIN,developed,DEV,ssp1,2050,0.891307001
FIN,developed,DEV,ssp2,2050,0.882759266
FIN,developed,DEV,ssp3,2050,0.865654388
FIN,developed,DEV,ssp4,2050,0.86675869
FIN,developed,DEV,ssp5,2050,0.890917405
FIN,developed,DEV,ssp1,2055,0.889674383
FIN,developed,DEV,ssp2,2055,0.881669396
FIN,developed,DEV,ssp3,2055,0.866166499
FIN,developed,DEV,ssp4,2055,0.868199724
FIN,developed,DEV,ssp5,2055,0.885054085
FIN,developed,DEV,ssp1,2060,0.88557624
FIN,developed,DEV,ssp2,2060,0.88036502
FIN,developed,DEV,ssp3,2060,0.867145171
FIN,developed,DEV,ssp4,2060,0.867691169
FIN,developed,DEV,ssp5,2060,0.880925917
FIN,developed,DEV,ssp1,2065,0.88262284
FIN,developed,DEV,ssp2,2065,0.879341414
FIN,developed,DEV,ssp3,2065,0.868198482
FIN,developed,DEV,ssp4,2065,0.867149309
FIN,developed,DEV,ssp5,2065,0.878418932
FIN,developed,DEV,ssp1,2070,0.880565767
FIN,developed,DEV,ssp2,2070,0.878751419
FIN,developed,DEV,ssp3,2070,0.869470543
FIN,developed,DEV,ssp4,2070,0.866681745
FIN,developed,DEV,ssp5,2070,0.876728382
FRA,developed,DEV,ssp1,2030,0.877989525
FRA,developed,DEV,ssp2,2030,0.876254815
FRA,developed,DEV,ssp3,2030,0.834312733
FRA,developed,DEV,ssp4,2030,0.845655709
FRA,developed,DEV,ssp5,2030,0.879087611
FRA,developed,DEV,ssp1,2035,0.888346129
FRA,developed,DEV,ssp2,2035,0.886288358
FRA,developed,DEV,ssp3,2035,0.839797241
FRA,developed,DEV,ssp4,2035,0.853592905
FRA,developed,DEV,ssp5,2035,0.890129328
FRA,developed,DEV,ssp1,2040,0.897005476
FRA,developed,DEV,ssp2,2040,0.894801871
FRA,developed,DEV,ssp3,2040,0.845146204
FRA,developed,DEV,ssp4,2040,0.859975916
FRA,developed,DEV,ssp5,2040,0.899672159
FRA,developed,DEV,ssp1,2045,0.904109255
FRA,developed,DEV,ssp2,2045,0.901246644
FRA,developed,DEV,ssp3,2045,0.850006909
FRA,developed,DEV,ssp4,2045,0.865702323
FRA,developed,DEV,ssp5,2045,0.906794916
FRA,developed,DEV,ssp1,2050,0.907839476
FRA,developed,DEV,ssp2,2050,0.905748302
FRA,developed,DEV,ssp3,2050,0.853735738
FRA,developed,DEV,ssp4,2050,0.870068019
FRA,developed,DEV,ssp5,2050,0.904967146
FRA,developed,DEV,ssp1,2055,0.909036104
FRA,developed,DEV,ssp2,2055,0.907788951
FRA,developed,DEV,ssp3,2055,0.856350311
FRA,developed,DEV,ssp4,2055,0.873585186
FRA,developed,DEV,ssp5,2055,0.901339566
FRA,developed,DEV,ssp1,2060,0.907020918
FRA,developed,DEV,ssp2,2060,0.908926336
FRA,developed,DEV,ssp3,2060,0.858987852
FRA,developed,DEV,ssp4,2060,0.874611118
FRA,developed,DEV,ssp5,2060,0.898692733
FRA,developed,DEV,ssp1,2065,0.90575277
FRA,developed,DEV,ssp2,2065,0.909988335
FRA,developed,DEV,ssp3,2065,0.861478066
FRA,developed,DEV,ssp4,2065,0.875369392
FRA,developed,DEV,ssp5,2065,0.897235494
FRA,developed,DEV,ssp1,2070,0.904987045
FRA,developed,DEV,ssp2,2070,0.911032135
FRA,developed,DEV,ssp3,2070,0.863888729
FRA,developed,DEV,ssp4,2070,0.875866954
FRA,developed,DEV,ssp5,2070,0.896222708
GAB,developing,AFR,ssp1,2030,0.693258228
GAB,developing,AFR,ssp2,2030,0.634084975
GAB,developing,AFR,ssp3,2030,0.543816759
GAB,developing,AFR,ssp4,2030,0.527386071
GAB,developing,AFR,ssp5,2030,0.695884337
GAB,developing,AFR,ssp1,2035,0.708500939
GAB,developing,AFR,ssp2,2035,0.643917689
GAB,developing,AFR,ssp3,2035,0.543006295
GAB,developing,AFR,ssp4,2035,0.525430148
GAB,developing,AFR,ssp5,2035,0.712489047
GAB,developing,AFR,ssp1,2040,0.722809064
GAB,developing,AFR,ssp2,2040,0.654008676
GAB,developing,AFR,ssp3,2040,0.542411521
GAB,developing,AFR,ssp4,2040,0.523993798
GAB,developing,AFR,ssp5,2040,0.728278561
GAB,developing,AFR,ssp1,2045,0.736039192
GAB,developing,AFR,ssp2,2045,0.663450586
GAB,developing,AFR,ssp3,2045,0.540903054
GAB,developing,AFR,ssp4,2045,0.522058842
GAB,developing,AFR,ssp5,2045,0.742237678
GAB,developing,AFR,ssp1,2050,0.745490675
GAB,developing,AFR,ssp2,2050,0.672851981
GAB,developing,AFR,ssp3,2050,0.541567159
GAB,developing,AFR,ssp4,2050,0.522848273
GAB,developing,AFR,ssp5,2050,0.747750567
GAB,developing,AFR,ssp1,2055,0.753197678
GAB,developing,AFR,ssp2,2055,0.681414131
GAB,developing,AFR,ssp3,2055,0.541241832
GAB,developing,AFR,ssp4,2055,0.523199103
GAB,developing,AFR,ssp5,2055,0.751983493
GAB,developing,AFR,ssp1,2060,0.758484854
GAB,developing,AFR,ssp2,2060,0.689016665
GAB,developing,AFR,ssp3,2060,0.540201673
GAB,developing,AFR,ssp4,2060,0.521665377
GAB,developing,AFR,ssp5,2060,0.757159293
GAB,developing,AFR,ssp1,2065,0.763765221
GAB,developing,AFR,ssp2,2065,0.696486086
GAB,developing,AFR,ssp3,2065,0.542804242
GAB,developing,AFR,ssp4,2065,0.52375852
GAB,developing,AFR,ssp5,2065,0.762804151
GAB,developing,AFR,ssp1,2070,0.768658547
GAB,developing,AFR,ssp2,2070,0.704614135
GAB,developing,AFR,ssp3,2070,0.544446663
GAB,developing,AFR,ssp4,2070,0.524932795
GAB,developing,AFR,ssp5,2070,0.768585664
GBR,developed,DEV,ssp1,2030,0.881089457
GBR,developed,DEV,ssp2,2030,0.868163316
GBR,developed,DEV,ssp3,2030,0.823248714
GBR,developed,DEV,ssp4,2030,0.829016908
GBR,developed,DEV,ssp5,2030,0.88217985
GBR,developed,DEV,ssp1,2035,0.892708928
GBR,developed,DEV,ssp2,2035,0.879175256
GBR,developed,DEV,ssp3,2035,0.829050037
GBR,developed,DEV,ssp4,2035,0.836275816
GBR,developed,DEV,ssp5,2035,0.894410167
GBR,developed,DEV,ssp1,2040,0.902769039
GBR,developed,DEV,ssp2,2040,0.889020461
GBR,developed,DEV,ssp3,2040,0.834380905
GBR,developed,DEV,ssp4,2040,0.842200744
GBR,developed,DEV,ssp5,2040,0.905259969
GBR,developed,DEV,ssp1,2045,0.911183302
GBR,developed,DEV,ssp2,2045,0.896340093
GBR,developed,DEV,ssp3,2045,0.83886786
GBR,developed,DEV,ssp4,2045,0.846999311
GBR,developed,DEV,ssp5,2045,0.913588771
GBR,developed,DEV,ssp1,2050,0.91620294
GBR,developed,DEV,ssp2,2050,0.902135824
GBR,developed,DEV,ssp3,2050,0.842035203
GBR,developed,DEV,ssp4,2050,0.850835894
GBR,developed,DEV,ssp5,2050,0.912919464
GBR,developed,DEV,ssp1,2055,0.918337499
GBR,developed,DEV,ssp2,2055,0.905444355
GBR,developed,DEV,ssp3,2055,0.844224618
GBR,developed,DEV,ssp4,2055,0.853812752
GBR,developed,DEV,ssp5,2055,0.910110177
GBR,developed,DEV,ssp1,2060,0.917336119
GBR,developed,DEV,ssp2,2060,0.908095996
GBR,developed,DEV,ssp3,2060,0.846416292
GBR,developed,DEV,ssp4,2060,0.854592514
GBR,developed,DEV,ssp5,2060,0.908359256
GBR,developed,DEV,ssp1,2065,0.917278417
GBR,developed,DEV,ssp2,2065,0.910753793
GBR,developed,DEV,ssp3,2065,0.848542258
GBR,developed,DEV,ssp4,2065,0.855207841
GBR,developed,DEV,ssp5,2065,0.907963977
GBR,developed,DEV,ssp1,2070,0.91767767
GBR,developed,DEV,ssp2,2070,0.913426152
GBR,developed,DEV,ssp3,2070,0.850571389
GBR,developed,DEV,ssp4,2070,0.855647987
GBR,developed,DEV,ssp5,2070,0.90794345
GEO,developing,EEA,ssp1,2030,0.839812101
GEO,developing,EEA,ssp2,2030,0.835327216
GEO,developing,EEA,ssp3,2030,0.818533989
GEO,developing,EEA,ssp4,2030,0.809973757
GEO,developing,EEA,ssp5,2030,0.843095586
GEO,developing,EEA,ssp1,2035,0.845594397
GEO,developing,EEA,ssp2,2035,0.840070873
GEO,developing,EEA,ssp3,2035,0.822422223
GEO,developing,EEA,ssp4,2035,0.813602834
GEO,developing,EEA,ssp5,2035,0.850324541
GEO,developing,EEA,ssp1,2040,0.84792505
GEO,developing,EEA,ssp2,2040,0.842175404
GEO,developing,EEA,ssp3,2040,0.82453819
GEO,developing,EEA,ssp4,2040,0.814587893
GEO,developing,EEA,ssp5,2040,0.854586991
GEO,developing,EEA,ssp1,2045,0.849833285
GEO,developing,EEA,ssp2,2045,0.842438298
GEO,developing,EEA,ssp3,2045,0.826626334
GEO,developing,EEA,ssp4,2045,0.814999064
GEO,developing,EEA,ssp5,2045,0.857841608
GEO,developing,EEA,ssp1,2050,0.850715708
GEO,developing,EEA,ssp2,2050,0.843398262
GEO,developing,EEA,ssp3,2050,0.828834326
GEO,developing,EEA,ssp4,2050,0.816489481
GEO,developing,EEA,ssp5,2050,0.854923892
GEO,developing,EEA,ssp1,2055,0.851057823
GEO,developing,EEA,ssp2,2055,0.843708041
GEO,developing,EEA,ssp3,2055,0.830354404
GEO,developing,EEA,ssp4,2055,0.818660146
GEO,developing,EEA,ssp5,2055,0.852220083
GEO,developing,EEA,ssp1,2060,0.849845865
GEO,developing,EEA,ssp2,2060,0.844526876
GEO,developing,EEA,ssp3,2060,0.832442502
GEO,developing,EEA,ssp4,2060,0.819583371
GEO,developing,EEA,ssp5,2060,0.851827329
GEO,developing,EEA,ssp1,2065,0.849819447
GEO,developing,EEA,ssp2,2065,0.845921761
GEO,developing,EEA,ssp3,2065,0.834882606
GEO,developing,EEA,ssp4,2065,0.820661634
GEO,developing,EEA,ssp5,2065,0.852866538
GEO,developing,EEA,ssp1,2070,0.850476305
GEO,developing,EEA,ssp2,2070,0.84772106
GEO,developing,EEA,ssp3,2070,0.837672575
GEO,developing,EEA,ssp4,2070,0.821870225
GEO,developing,EEA,ssp5,2070,0.854357846
GHA,developing,AFR,ssp1,2030,0.615020884
GHA,developing,AFR,ssp2,2030,0.543262282
GHA,developing,AFR,ssp3,2030,0.468558346
GHA,developing,AFR,ssp4,2030,0.459923661
GHA,developing,AFR,ssp5,2030,0.621257176
GHA,developing,AFR,ssp1,2035,0.641561257
GHA,developing,AFR,ssp2,2035,0.559338813
GHA,developing,AFR,ssp3,2035,0.470564853
GHA,developing,AFR,ssp4,2035,0.46361066
GHA,developing,AFR,ssp5,2035,0.651194748
GHA,developing,AFR,ssp1,2040,0.667051253
GHA,developing,AFR,ssp2,2040,0.5758181
GHA,developing,AFR,ssp3,2040,0.472717037
GHA,developing,AFR,ssp4,2040,0.468096939
GHA,developing,AFR,ssp5,2040,0.680137964
GHA,developing,AFR,ssp1,2045,0.691276032
GHA,developing,AFR,ssp2,2045,0.592515382
GHA,developing,AFR,ssp3,2045,0.475045999
GHA,developing,AFR,ssp4,2045,0.473288278
GHA,developing,AFR,ssp5,2045,0.70686345
GHA,developing,AFR,ssp1,2050,0.710594973
GHA,developing,AFR,ssp2,2050,0.609094276
GHA,developing,AFR,ssp3,2050,0.477132866
GHA,developing,AFR,ssp4,2050,0.478864351
GHA,developing,AFR,ssp5,2050,0.72380052
GHA,developing,AFR,ssp1,2055,0.726131016
GHA,developing,AFR,ssp2,2055,0.62426456
GHA,developing,AFR,ssp3,2055,0.479692359
GHA,developing,AFR,ssp4,2055,0.485445445
GHA,developing,AFR,ssp5,2055,0.736995536
GHA,developing,AFR,ssp1,2060,0.737453235
GHA,developing,AFR,ssp2,2060,0.63894792
GHA,developing,AFR,ssp3,2060,0.482095276
GHA,developing,AFR,ssp4,2060,0.490788661
GHA,developing,AFR,ssp5,2060,0.749017657
GHA,developing,AFR,ssp1,2065,0.747470625
GHA,developing,AFR,ssp2,2065,0.652524079
GHA,developing,AFR,ssp3,2065,0.483655476
GHA,developing,AFR,ssp4,2065,0.495388304
GHA,developing,AFR,ssp5,2065,0.759874467
GHA,developing,AFR,ssp1,2070,0.756282165
GHA,developing,AFR,ssp2,2070,0.665455667
GHA,developing,AFR,ssp3,2070,0.486631248
GHA,developing,AFR,ssp4,2070,0.501490407
GHA,developing,AFR,ssp5,2070,0.769276093
GIN,ldc,AFR,ssp1,2030,0.490916715
GIN,ldc,AFR,ssp2,2030,0.409384537
GIN,ldc,AFR,ssp3,2030,0.2676059
GIN,ldc,AFR,ssp4,2030,0.261047545
GIN,ldc,AFR,ssp5,2030,0.496580146
GIN,ldc,AFR,ssp1,2035,0.528213013
GIN,ldc,AFR,ssp2,2035,0.436131898
GIN,ldc,AFR,ssp3,2035,0.269977749
GIN,ldc,AFR,ssp4,2035,0.264673991
GIN,ldc,AFR,ssp5,2035,0.537062457
GIN,ldc,AFR,ssp1,2040,0.564055495
GIN,ldc,AFR,ssp2,2040,0.461352547
GIN,ldc,AFR,ssp3,2040,0.271642852
GIN,ldc,AFR,ssp4,2040,0.268032765
GIN,ldc,AFR,ssp5,2040,0.576326027
GIN,ldc,AFR,ssp1,2045,0.596678894
GIN,ldc,AFR,ssp2,2045,0.485358915
GIN,ldc,AFR,ssp3,2045,0.273749102
GIN,ldc,AFR,ssp4,2045,0.272105552
GIN,ldc,AFR,ssp5,2045,0.611603747
GIN,ldc,AFR,ssp1,2050,0.62360431
GIN,ldc,AFR,ssp2,2050,0.507447066
GIN,ldc,AFR,ssp3,2050,0.274803681
GIN,ldc,AFR,ssp4,2050,0.275416925
GIN,ldc,AFR,ssp5,2050,0.636842789
GIN,ldc,AFR,ssp1,2055,0.645621734
GIN,ldc,AFR,ssp2,2055,0.527609896
GIN,ldc,AFR,ssp3,2055,0.276091103
GIN,ldc,AFR,ssp4,2055,0.279135491
GIN,ldc,AFR,ssp5,2055,0.65704328
GIN,ldc,AFR,ssp1,2060,0.662579219
GIN,ldc,AFR,ssp2,2060,0.546132956
GIN,ldc,AFR,ssp3,2060,0.277617072
GIN,ldc,AFR,ssp4,2060,0.282358856
GIN,ldc,AFR,ssp5,2060,0.674781773
GIN,ldc,AFR,ssp1,2065,0.677543279
GIN,ldc,AFR,ssp2,2065,0.563392377
GIN,ldc,AFR,ssp3,2065,0.279740791
GIN,ldc,AFR,ssp4,2065,0.286127679
GIN,ldc,AFR,ssp5,2065,0.690555846
GIN,ldc,AFR,ssp1,2070,0.690888903
GIN,ldc,AFR,ssp2,2070,0.579884074
GIN,ldc,AFR,ssp3,2070,0.281164441
GIN,ldc,AFR,ssp4,2070,0.289144157
GIN,ldc,AFR,ssp5,2070,0.704486902
GMB,ldc,AFR,ssp1,2030,0.589835706
GMB,ldc,AFR,ssp2,2030,0.525901485
GMB,ldc,AFR,ssp3,2030,0.429795781
GMB,ldc,AFR,ssp4,2030,0.421602081
GMB,ldc,AFR,ssp5,2030,0.594924983
GMB,ldc,AFR,ssp1,2035,0.614970409
GMB,ldc,AFR,ssp2,2035,0.54358014
GMB,ldc,AFR,ssp3,2035,0.431687453
GMB,ldc,AFR,ssp4,2035,0.424682398
GMB,ldc,AFR,ssp5,2035,0.623004923
GMB,ldc,AFR,ssp1,2040,0.63759878
GMB,ldc,AFR,ssp2,2040,0.560509298
GMB,ldc,AFR,ssp3,2040,0.432212057
GMB,ldc,AFR,ssp4,2040,0.427030505
GMB,ldc,AFR,ssp5,2040,0.648853307
GMB,ldc,AFR,ssp1,2045,0.658396393
GMB,ldc,AFR,ssp2,2045,0.575693918
GMB,ldc,AFR,ssp3,2045,0.432664206
GMB,ldc,AFR,ssp4,2045,0.429938371
GMB,ldc,AFR,ssp5,2045,0.672103801
GMB,ldc,AFR,ssp1,2050,0.674798669
GMB,ldc,AFR,ssp2,2050,0.590376367
GMB,ldc,AFR,ssp3,2050,0.432541147
GMB,ldc,AFR,ssp4,2050,0.432988727
GMB,ldc,AFR,ssp5,2050,0.686363041
GMB,ldc,AFR,ssp1,2055,0.688585268
GMB,ldc,AFR,ssp2,2055,0.603231517
GMB,ldc,AFR,ssp3,2055,0.431604006
GMB,ldc,AFR,ssp4,2055,0.435766847
GMB,ldc,AFR,ssp5,2055,0.698052669
GMB,ldc,AFR,ssp1,2060,0.698799492
GMB,ldc,AFR,ssp2,2060,0.615080716
GMB,ldc,AFR,ssp3,2060,0.432348464
GMB,ldc,AFR,ssp4,2060,0.439250762
GMB,ldc,AFR,ssp5,2060,0.709023181
GMB,ldc,AFR,ssp1,2065,0.70823622
GMB,ldc,AFR,ssp2,2065,0.626344579
GMB,ldc,AFR,ssp3,2065,0.432136978
GMB,ldc,AFR,ssp4,2065,0.44178019
GMB,ldc,AFR,ssp5,2065,0.719313523
GMB,ldc,AFR,ssp1,2070,0.716681629
GMB,ldc,AFR,ssp2,2070,0.637550287
GMB,ldc,AFR,ssp3,2070,0.433008987
GMB,ldc,AFR,ssp4,2070,0.445335666
GMB,ldc,AFR,ssp5,2070,0.728374911
GNB,ldc,AFR,ssp1,2030,0.488281169
GNB,ldc,AFR,ssp2,2030,0.42096436
GNB,ldc,AFR,ssp3,2030,0.316863918
GNB,ldc,AFR,ssp4,2030,0.308078471
GNB,ldc,AFR,ssp5,2030,0.493465154
GNB,ldc,AFR,ssp1,2035,0.517153198
GNB,ldc,AFR,ssp2,2035,0.441502887
GNB,ldc,AFR,ssp3,2035,0.319897466
GNB,ldc,AFR,ssp4,2035,0.311833504
