iso,region_dev,region_ar6_6,ssp,year,esm,pop,pop_forest
AFG,ldc,APC,ssp3,2040,ipsl,66517349.36659114,8303.575858435968
AFG,ldc,APC,ssp3,2040,mpi,66517349.36659114,8303.575858435968
AFG,ldc,APC,ssp3,2040,mri,66517349.36659114,8603.725178970468
AFG,ldc,APC,ssp3,2040,ukesm,66517349.36659114,7533.864326190938
AFG,ldc,APC,ssp3,2050,MM,82602634.39543158,9373.699297255924
AFG,ldc,APC,ssp3,2050,gfdl,82602634.39543158,9702.65440150149
AFG,ldc,APC,ssp3,2050,ipsl,82602634.39543158,9702.65440150149
AFG,ldc,APC,ssp3,2050,mpi,82602634.39543158,9702.65440150149
AFG,ldc,APC,ssp3,2050,mri,82602634.39543158,8959.145438124357
AFG,ldc,APC,ssp3,2050,ukesm,82602634.39543158,8801.387843650797
AFG,ldc,APC,ssp3,2060,MM,98963327.44759788,10662.202775386428
AFG,ldc,APC,ssp3,2060,gfdl,98963327.44759788,11073.28214358756
AFG,ldc,APC,ssp3,2060,ipsl,98963327.44759788,11073.28214358756
AFG,ldc,APC,ssp3,2060,mpi,98963327.44759788,11073.28214358756
AFG,ldc,APC,ssp3,2060,mri,98963327.44759788,10045.583723084728
AFG,ldc,APC,ssp3,2060,ukesm,98963327.44759788,10045.583723084728
AFG,ldc,APC,ssp3,2070,MM,114453828.2064204,11893.567860848338
AFG,ldc,APC,ssp3,2070,gfdl,114453828.2064204,12350.961877167332
AFG,ldc,APC,ssp3,2070,ipsl,114453828.2064204,12350.961877167332
AFG,ldc,APC,ssp3,2070,mpi,114453828.2064204,12350.961877167332
AFG,ldc,APC,ssp3,2070,mri,114453828.2064204,11207.476836369844
AFG,ldc,APC,ssp3,2070,ukesm,114453828.2064204,11207.476836369844
AGO,ldc,AFR,ssp1,2010,MM,18517564.76544021,44771.18924850309
AGO,ldc,AFR,ssp1,2010,gfdl,18517564.76544021,44771.18924850309
AGO,ldc,AFR,ssp1,2010,ipsl,18517564.76544021,44771.18924850309
AGO,ldc,AFR,ssp1,2010,mpi,18517564.76544021,44771.18924850309
AGO,ldc,AFR,ssp1,2010,mri,18517564.76544021,44771.18924850309
AGO,ldc,AFR,ssp1,2010,ukesm,18517564.76544021,44771.18924850309
AGO,ldc,AFR,ssp1,2020,MM,30598825.011958193,57593.20530029809
AGO,ldc,AFR,ssp1,2020,gfdl,30598825.011958197,57593.20530029809
AGO,ldc,AFR,ssp1,2020,ipsl,30598825.011958197,57593.20530029809
AGO,ldc,AFR,ssp1,2020,mpi,30598825.011958197,57593.20530029809
AGO,ldc,AFR,ssp1,2020,mri,30598825.011958197,57593.20530029809
AGO,ldc,AFR,ssp1,2020,ukesm,30598825.011958197,57593.20530029809
AGO,ldc,AFR,ssp1,2030,MM,39694327.82684029,69918.20854319667
AGO,ldc,AFR,ssp1,2030,gfdl,39694327.82684029,69918.20854319667
AGO,ldc,AFR,ssp1,2030,ipsl,39694327.82684029,69918.20854319667
AGO,ldc,AFR,ssp1,2030,mpi,39694327.82684029,69918.20854319667
AGO,ldc,AFR,ssp1,2030,mri,39694327.82684029,69918.20854319667
AGO,ldc,AFR,ssp1,2030,ukesm,39694327.82684029,69918.20854319667
AGO,ldc,AFR,ssp1,2040,MM,48161232.76798891,80721.62830564847
AGO,ldc,AFR,ssp1,2040,gfdl,48161232.76798891,80721.62830564847
AGO,ldc,AFR,ssp1,2040,ipsl,48161232.76798891,80721.62830564847
AGO,ldc,AFR,ssp1,2040,mpi,48161232.76798891,80721.62830564847
AGO,ldc,AFR,ssp1,2040,mri,48161232.76798891,80721.62830564847
AGO,ldc,AFR,ssp1,2040,ukesm,48161232.76798891,80721.62830564847
AGO,ldc,AFR,ssp1,2050,MM,55871656.799758814,89360.53973532768
AGO,ldc,AFR,ssp1,2050,gfdl,55871656.79975882,89360.53973532768
AGO,ldc,AFR,ssp1,2050,ipsl,55871656.79975882,89360.53973532768
AGO,ldc,AFR,ssp1,2050,mpi,55871656.79975882,89360.53973532768
AGO,ldc,AFR,ssp1,2050,mri,55871656.79975882,89360.53973532768
AGO,ldc,AFR,ssp1,2050,ukesm,55871656.79975882,89360.53973532768
AGO,ldc,AFR,ssp1,2060,MM,62029870.37899635,95623.84875799192
AGO,ldc,AFR,ssp1,2060,gfdl,62029870.37899634,95623.84875799192
AGO,ldc,AFR,ssp1,2060,ipsl,62029870.37899634,95623.84875799192
AGO,ldc,AFR,ssp1,2060,mpi,62029870.37899634,95623.84875799192
AGO,ldc,AFR,ssp1,2060,mri,62029870.37899634,95623.84875799192
AGO,ldc,AFR,ssp1,2060,ukesm,62029870.37899634,95623.84875799192
AGO,ldc,AFR,ssp1,2070,MM,66311130.06694752,99481.86942935018
AGO,ldc,AFR,ssp1,2070,gfdl,66311130.06694752,99481.86942935018
AGO,ldc,AFR,ssp1,2070,ipsl,66311130.06694752,99481.86942935018
AGO,ldc,AFR,ssp1,2070,mpi,66311130.06694752,99481.86942935018
AGO,ldc,AFR,ssp1,2070,mri,66311130.06694752,99481.86942935018
AGO,ldc,AFR,ssp1,2070,ukesm,66311130.06694752,99481.86942935018
AGO,ldc,AFR,ssp2,2010,MM,18517876.461650275,44771.50139831873
AGO,ldc,AFR,ssp2,2010,gfdl,18517876.461650275,44771.50139831873
AGO,ldc,AFR,ssp2,2010,ipsl,18517876.461650275,44771.50139831873
AGO,ldc,AFR,ssp2,2010,mpi,18517876.461650275,44771.50139831873
AGO,ldc,AFR,ssp2,2010,mri,18517876.461650275,44771.50139831873
AGO,ldc,AFR,ssp2,2010,ukesm,18517876.461650275,44771.50139831873
AGO,ldc,AFR,ssp2,2020,MM,30620893.90968626,59198.96327319914
AGO,ldc,AFR,ssp2,2020,gfdl,30620893.909686264,59198.96327319913
AGO,ldc,AFR,ssp2,2020,ipsl,30620893.909686264,59198.96327319913
AGO,ldc,AFR,ssp2,2020,mpi,30620893.909686264,59198.96327319913
AGO,ldc,AFR,ssp2,2020,mri,30620893.909686264,59198.96327319913
AGO,ldc,AFR,ssp2,2020,ukesm,30620893.909686264,59198.96327319913
AGO,ldc,AFR,ssp2,2030,MM,41086396.81996092,74673.40695977013
AGO,ldc,AFR,ssp2,2030,gfdl,41086396.81996092,74673.40695977013
AGO,ldc,AFR,ssp2,2030,ipsl,41086396.81996092,74673.40695977013
AGO,ldc,AFR,ssp2,2030,mpi,41086396.81996092,74673.40695977013
AGO,ldc,AFR,ssp2,2030,mri,41086396.81996092,74673.40695977013
AGO,ldc,AFR,ssp2,2030,ukesm,41086396.81996092,74673.40695977013
AGO,ldc,AFR,ssp2,2040,MM,52603682.94361214,89388.37662824831
AGO,ldc,AFR,ssp2,2040,gfdl,52603682.94361214,89388.37662824831
AGO,ldc,AFR,ssp2,2040,ipsl,52603682.94361214,89388.37662824831
AGO,ldc,AFR,ssp2,2040,mpi,52603682.94361214,89388.37662824831
AGO,ldc,AFR,ssp2,2040,mri,52603682.94361214,89388.37662824831
AGO,ldc,AFR,ssp2,2040,ukesm,52603682.94361214,89388.37662824831
AGO,ldc,AFR,ssp2,2050,MM,64316730.25735062,102942.05301720784
AGO,ldc,AFR,ssp2,2050,gfdl,64316730.25735062,102942.05301720784
AGO,ldc,AFR,ssp2,2050,ipsl,64316730.25735062,102942.05301720784
AGO,ldc,AFR,ssp2,2050,mpi,64316730.25735062,102942.05301720784
AGO,ldc,AFR,ssp2,2050,mri,64316730.25735062,102942.05301720784
AGO,ldc,AFR,ssp2,2050,ukesm,64316730.25735062,102942.05301720784
AGO,ldc,AFR,ssp2,2060,MM,75371924.52083729,114307.6095248645
AGO,ldc,AFR,ssp2,2060,gfdl,75371924.52083729,114307.6095248645
AGO,ldc,AFR,ssp2,2060,ipsl,75371924.52083729,114307.6095248645
AGO,ldc,AFR,ssp2,2060,mpi,75371924.52083729,114307.6095248645
AGO,ldc,AFR,ssp2,2060,mri,75371924.52083729,114307.6095248645
AGO,ldc,AFR,ssp2,2060,ukesm,75371924.52083729,114307.6095248645
AGO,ldc,AFR,ssp2,2070,MM,84945729.52096465,122984.50023288638
AGO,ldc,AFR,ssp2,2070,gfdl,84945729.52096465,122984.50023288638
AGO,ldc,AFR,ssp2,2070,ipsl,84945729.52096465,122984.50023288638
AGO,ldc,AFR,ssp2,2070,mpi,84945729.52096465,122984.50023288638
AGO,ldc,AFR,ssp2,2070,mri,84945729.52096465,122984.50023288638
AGO,ldc,AFR,ssp2,2070,ukesm,84945729.52096465,122984.50023288638
AGO,ldc,AFR,ssp3,2010,MM,18517707.438274935,44771.781777410346
AGO,ldc,AFR,ssp3,2010,gfdl,18517707.438274935,44771.781777410346
AGO,ldc,AFR,ssp3,2010,ipsl,18517707.438274935,44771.781777410346
AGO,ldc,AFR,ssp3,2010,mpi,18517707.438274935,44771.781777410346
AGO,ldc,AFR,ssp3,2010,mri,18517707.438274935,44771.781777410346
AGO,ldc,AFR,ssp3,2010,ukesm,18517707.438274935,44771.781777410346
AGO,ldc,AFR,ssp3,2020,MM,30653307.35531785,59894.3099906071
AGO,ldc,AFR,ssp3,2020,gfdl,30653307.35531785,59894.30999060709
AGO,ldc,AFR,ssp3,2020,ipsl,30653307.35531785,59894.30999060709
AGO,ldc,AFR,ssp3,2020,mpi,30653307.35531785,59894.30999060709
AGO,ldc,AFR,ssp3,2020,mri,30653307.35531785,59894.30999060709
AGO,ldc,AFR,ssp3,2020,ukesm,30653307.35531785,59894.30999060709
AGO,ldc,AFR,ssp3,2030,MM,41900555.420807056,78388.41856618847
AGO,ldc,AFR,ssp3,2030,gfdl,41900555.420807056,78388.41856618847
AGO,ldc,AFR,ssp3,2030,ipsl,41900555.420807056,78388.41856618847
AGO,ldc,AFR,ssp3,2030,mpi,41900555.420807056,78388.41856618847
AGO,ldc,AFR,ssp3,2030,mri,41900555.420807056,78388.41856618847
AGO,ldc,AFR,ssp3,2030,ukesm,41900555.420807056,78388.41856618847
AGO,ldc,AFR,ssp3,2040,MM,55982277.775019035,97131.08489816025
AGO,ldc,AFR,ssp3,2040,gfdl,55982277.775019035,97131.08489816025
AGO,ldc,AFR,ssp3,2040,ipsl,55982277.775019035,97131.08489816025
AGO,ldc,AFR,ssp3,2040,mpi,55982277.775019035,97131.08489816025
AGO,ldc,AFR,ssp3,2040,mri,55982277.775019035,97131.08489816025
AGO,ldc,AFR,ssp3,2040,ukesm,55982277.775019035,97131.08489816025
AGO,ldc,AFR,ssp3,2050,MM,71759548.26599221,116324.8478151982
AGO,ldc,AFR,ssp3,2050,gfdl,71759548.26599221,116324.8478151982
AGO,ldc,AFR,ssp3,2050,ipsl,71759548.26599221,116324.8478151982
AGO,ldc,AFR,ssp3,2050,mpi,71759548.26599221,116324.8478151982
AGO,ldc,AFR,ssp3,2050,mri,71759548.26599221,116324.8478151982
AGO,ldc,AFR,ssp3,2050,ukesm,71759548.26599221,116324.8478151982
AGO,ldc,AFR,ssp3,2060,MM,88518205.1109456,134426.22624443274
AGO,ldc,AFR,ssp3,2060,gfdl,88518205.1109456,134426.22624443274
AGO,ldc,AFR,ssp3,2060,ipsl,88518205.1109456,134426.22624443274
AGO,ldc,AFR,ssp3,2060,mpi,88518205.1109456,134426.22624443274
AGO,ldc,AFR,ssp3,2060,mri,88518205.1109456,134426.22624443274
AGO,ldc,AFR,ssp3,2060,ukesm,88518205.1109456,134426.22624443274
AGO,ldc,AFR,ssp3,2070,MM,105131210.3793784,150369.6157733143
AGO,ldc,AFR,ssp3,2070,gfdl,105131210.3793784,150369.6157733143
AGO,ldc,AFR,ssp3,2070,ipsl,105131210.3793784,150369.6157733143
AGO,ldc,AFR,ssp3,2070,mpi,105131210.3793784,150369.6157733143
AGO,ldc,AFR,ssp3,2070,mri,105131210.3793784,150369.6157733143
AGO,ldc,AFR,ssp3,2070,ukesm,105131210.3793784,150369.6157733143
ALB,developed,DEV,ssp1,2010,MM,3031137.474755533,244378.68429405295
ALB,developed,DEV,ssp1,2010,gfdl,3031137.474755533,244378.68429405295
ALB,developed,DEV,ssp1,2010,ipsl,3031137.474755533,244378.68429405295
ALB,developed,DEV,ssp1,2010,mpi,3031137.474755533,244378.68429405295
ALB,developed,DEV,ssp1,2010,mri,3031137.474755533,244378.68429405295
ALB,developed,DEV,ssp1,2010,ukesm,3031137.474755533,244378.68429405295
ALB,developed,DEV,ssp1,2020,MM,2683719.0125289974,247798.87619314785
ALB,developed,DEV,ssp1,2020,gfdl,2683719.0125289974,247798.87619314785
ALB,developed,DEV,ssp1,2020,ipsl,2683719.0125289974,247798.87619314785
ALB,developed,DEV,ssp1,2020,mpi,2683719.0125289974,247798.87619314785
ALB,developed,DEV,ssp1,2020,mri,2683719.0125289974,247798.87619314785
ALB,developed,DEV,ssp1,2020,ukesm,2683719.0125289974,247798.87619314785
ALB,developed,DEV,ssp1,2030,MM,2541058.9688953506,246997.35320963844
ALB,developed,DEV,ssp1,2030,gfdl,2541058.9688953506,246997.35320963847
ALB,developed,DEV,ssp1,2030,ipsl,2541058.9688953506,246997.35320963847
ALB,developed,DEV,ssp1,2030,mpi,2541058.9688953506,246997.35320963847
ALB,developed,DEV,ssp1,2030,mri,2541058.9688953506,246997.35320963847
ALB,developed,DEV,ssp1,2030,ukesm,2541058.9688953506,246997.35320963847
ALB,developed,DEV,ssp1,2040,MM,2349517.622351829,242822.99154463928
ALB,developed,DEV,ssp1,2040,gfdl,2349517.622351829,242822.99154463928
ALB,developed,DEV,ssp1,2040,ipsl,2349517.622351829,242822.99154463928
ALB,developed,DEV,ssp1,2040,mpi,2349517.622351829,242822.99154463928
ALB,developed,DEV,ssp1,2040,mri,2349517.622351829,242822.99154463928
ALB,developed,DEV,ssp1,2040,ukesm,2349517.622351829,242822.99154463928
ALB,developed,DEV,ssp1,2050,MM,2136527.5666080858,235214.85499690496
ALB,developed,DEV,ssp1,2050,gfdl,2136527.5666080858,235214.85499690496
ALB,developed,DEV,ssp1,2050,ipsl,2136527.5666080858,235214.85499690496
ALB,developed,DEV,ssp1,2050,mpi,2136527.5666080858,235214.85499690496
ALB,developed,DEV,ssp1,2050,mri,2136527.5666080858,235214.85499690496
ALB,developed,DEV,ssp1,2050,ukesm,2136527.5666080858,235214.85499690496
ALB,developed,DEV,ssp1,2060,MM,1920059.326137472,224141.46810775725
ALB,developed,DEV,ssp1,2060,gfdl,1920059.326137472,224141.46810775727
ALB,developed,DEV,ssp1,2060,ipsl,1920059.326137472,224141.46810775727
ALB,developed,DEV,ssp1,2060,mpi,1920059.326137472,224141.46810775727
ALB,developed,DEV,ssp1,2060,mri,1920059.326137472,224141.46810775727
ALB,developed,DEV,ssp1,2060,ukesm,1920059.326137472,224141.46810775727
ALB,developed,DEV,ssp1,2070,MM,1727677.5000737223,209542.4250115901
ALB,developed,DEV,ssp1,2070,gfdl,1727677.5000737223,209542.4250115901
ALB,developed,DEV,ssp1,2070,ipsl,1727677.5000737223,209542.4250115901
ALB,developed,DEV,ssp1,2070,mpi,1727677.5000737223,209542.4250115901
ALB,developed,DEV,ssp1,2070,mri,1727677.5000737223,209542.4250115901
ALB,developed,DEV,ssp1,2070,ukesm,1727677.5000737223,209542.4250115901
ALB,developed,DEV,ssp2,2010,MM,3031049.759498801,244382.31208523054
ALB,developed,DEV,ssp2,2010,gfdl,3031049.759498801,244382.31208523057
ALB,developed,DEV,ssp2,2010,ipsl,3031049.759498801,244382.31208523057
ALB,developed,DEV,ssp2,2010,mpi,3031049.759498801,244382.31208523057
ALB,developed,DEV,ssp2,2010,mri,3031049.759498801,244382.31208523057
ALB,developed,DEV,ssp2,2010,ukesm,3031049.759498801,244382.31208523057
ALB,developed,DEV,ssp2,2020,MM,2684255.3443945856,249565.61485059612
ALB,developed,DEV,ssp2,2020,gfdl,2684255.3443945856,249565.6148505961
ALB,developed,DEV,ssp2,2020,ipsl,2684255.3443945856,249565.6148505961
ALB,developed,DEV,ssp2,2020,mpi,2684255.3443945856,249565.6148505961
ALB,developed,DEV,ssp2,2020,mri,2684255.3443945856,249565.6148505961
ALB,developed,DEV,ssp2,2020,ukesm,2684255.3443945856,249565.6148505961
ALB,developed,DEV,ssp2,2030,MM,2543394.275436541,252171.35864084665
ALB,developed,DEV,ssp2,2030,gfdl,2543394.275436541,252171.35864084665
ALB,developed,DEV,ssp2,2030,ipsl,2543394.275436541,252171.35864084665
ALB,developed,DEV,ssp2,2030,mpi,2543394.275436541,252171.35864084665
ALB,developed,DEV,ssp2,2030,mri,2543394.275436541,252171.35864084665
ALB,developed,DEV,ssp2,2030,ukesm,2543394.275436541,252171.35864084665
ALB,developed,DEV,ssp2,2040,MM,2350159.504087395,250709.639871948
ALB,developed,DEV,ssp2,2040,gfdl,2350159.504087395,250709.63987194796
ALB,developed,DEV,ssp2,2040,ipsl,2350159.504087395,250709.63987194796
ALB,developed,DEV,ssp2,2040,mpi,2350159.504087395,250709.63987194796
ALB,developed,DEV,ssp2,2040,mri,2350159.504087395,250709.63987194796
ALB,developed,DEV,ssp2,2040,ukesm,2350159.504087395,250709.63987194796
ALB,developed,DEV,ssp2,2050,MM,2134725.2788232234,245753.52064174257
ALB,developed,DEV,ssp2,2050,gfdl,2134725.2788232234,245753.52064174257
ALB,developed,DEV,ssp2,2050,ipsl,2134725.2788232234,245753.52064174257
ALB,developed,DEV,ssp2,2050,mpi,2134725.2788232234,245753.52064174257
ALB,developed,DEV,ssp2,2050,mri,2134725.2788232234,245753.52064174257
ALB,developed,DEV,ssp2,2050,ukesm,2134725.2788232234,245753.52064174257
ALB,developed,DEV,ssp2,2060,MM,1927006.2288354535,238238.4200697404
ALB,developed,DEV,ssp2,2060,gfdl,1927006.2288354535,238238.4200697404
ALB,developed,DEV,ssp2,2060,ipsl,1927006.2288354535,238238.4200697404
ALB,developed,DEV,ssp2,2060,mpi,1927006.2288354535,238238.4200697404
ALB,developed,DEV,ssp2,2060,mri,1927006.2288354535,238238.4200697404
ALB,developed,DEV,ssp2,2060,ukesm,1927006.2288354535,238238.4200697404
ALB,developed,DEV,ssp2,2070,MM,1752051.0551500511,227005.7394601292
ALB,developed,DEV,ssp2,2070,gfdl,1752051.0551500511,227005.73946012917
ALB,developed,DEV,ssp2,2070,ipsl,1752051.0551500511,227005.73946012917
ALB,developed,DEV,ssp2,2070,mpi,1752051.0551500511,227005.73946012917
ALB,developed,DEV,ssp2,2070,mri,1752051.0551500511,227005.73946012917
ALB,developed,DEV,ssp2,2070,ukesm,1752051.0551500511,227005.73946012917
ALB,developed,DEV,ssp3,2010,MM,3031092.47197894,244385.4095999871
ALB,developed,DEV,ssp3,2010,gfdl,3031092.47197894,244385.4095999871
ALB,developed,DEV,ssp3,2010,ipsl,3031092.47197894,244385.4095999871
ALB,developed,DEV,ssp3,2010,mpi,3031092.47197894,244385.4095999871
ALB,developed,DEV,ssp3,2010,mri,3031092.47197894,244385.4095999871
ALB,developed,DEV,ssp3,2010,ukesm,3031092.47197894,244385.4095999871
ALB,developed,DEV,ssp3,2020,MM,2685298.360510499,253907.43849399808
ALB,developed,DEV,ssp3,2020,gfdl,2685298.360510499,253907.43849399808
ALB,developed,DEV,ssp3,2020,ipsl,2685298.360510499,253907.43849399808
ALB,developed,DEV,ssp3,2020,mpi,2685298.360510499,253907.43849399808
ALB,developed,DEV,ssp3,2020,mri,2685298.360510499,253907.43849399808
ALB,developed,DEV,ssp3,2020,ukesm,2685298.360510499,253907.43849399808
ALB,developed,DEV,ssp3,2030,MM,2652912.608367531,264502.49244855274
ALB,developed,DEV,ssp3,2030,gfdl,2652912.608367531,264502.49244855274
ALB,developed,DEV,ssp3,2030,ipsl,2652912.608367531,264502.49244855274
