"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"IDA only","IDX","Agricultural land (sq. km)","AG.LND.AGRI.K2","","7238329.3","7250689.3","7273079.3","7283879.3","7290909.3","7292449.3","7299929.3","7312629.3","7320169.3","7324844.3","7333449.3","7351229.3","7355021.3","7354182.3","7361342.3","7371671.717","7375944.133","7392256.55","7390403.967","7399811.383","7411643.8","7418522.217","7428526.633","7435715.3","7475889.967","7519678.633","7545136.3","7593513.967","7618600.633","7633663.2","7652498.267","7677017.935","7549939.284","7595600.749","7641791.305","7682133.518","7720448.227","7738531.156","7779307.654","7809601.23","7848578.281","7871470.138","7932185.268","7950532.852","8037614.375","8071408.287","8112954.899","8137619.305","8183660.954","8223770.826","8256127.306","8316580.873","8361673.326","8385501.197","8416148.756","8439885.534","8466785.101","8498237.692","8512539.489","8528882.357","8539885.477","",
"Isle of Man","IMN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","325","325","322","318","320","310","311","312","316","316","316","320","324","328","332","337","341","345","349","354","358","363","366","370","374","379","383","387","391","396","400","404","408","413","417","421","425","430","434","438","442","454","457.7","458","461.1","423.6","421.2","442.8","434.2","433.8","426.1","384","388","389","404","407","402","403","403","398","392","",
"India","IND","Agricultural land (sq. km)","AG.LND.AGRI.K2","","1749520","1764820","1761540","1767120","1771770","1775300","1778070","1783640","1777920","1780520","1778170","1779460","1787510","1792820","1796940","1796490","1795910","1805920","1805800","1802720","1804010","1807710","1804620","1814520","1813400","1811920","1815430","1810910","1815010","1814130","1815860","1813050","1813820","1812910","1809450","1805890","1809810","1808740","1810210","1809750","1804870","1805600","1802490","1803750","1801260","1799060","1796200","1797570","1800680","1795730","1796700","1796420","1796980","1797280","1796750","1795780","1792356.04","1791155.64","1790449.469","1785277.59","1785279.48","",
"Not classified","INX","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Agricultural land (sq. km)","AG.LND.AGRI.K2","","45580","46137","46169","46596","47078","47537","47826","48029","48160","47943","48240","48274","48420","48488","48355","48520","48808","48853","48962","49315","49091","48952","48765","48934","48836","48449","48170","48005","46767","45374","44448","44162","44073","43936","43887","43418","43556.4","43694.8","43833.2","43961.6","44100","43730","43700","43050","43020","42600","42760","46290","45939.2","45680","45550","45330","44770","44660","44300","44610","44890","45160","45240","45120","43370","",
"Iran, Islamic Rep.","IRN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","592710","592900","593500","594100","594700","594800","595500","596000","596700","597000","601540","608000","614810","609600","604400","599500","596930","588670","599080","577130","582800","588670","592100","595400","603700","607000","610300","618710","617000","615000","629970","637870","641520","641570","642080","644270","638320","647870","636870","628840","638230","640440","642650","644860","476310","478520","480730","466850","466862","465394","463926","462458","459540","459540","459540","459540","464350","469150","469883.333","470276.667","470670","",
"Iraq","IRQ","Agricultural land (sq. km)","AG.LND.AGRI.K2","","88000","88550","89100","88650","89200","89250","89800","89850","89900","89930","89990","91600","91700","92800","92850","92850","92850","93890","94390","94390","94390","94500","94500","94500","94650","94800","94800","95300","92300","92300","96300","95500","98700","93500","91000","91000","86600","86500","85000","85000","84900","86900","86900","86900","88400","89900","91400","81900","78500","82200","85500","85685","88637.5","92690","92690","93090","93290","93490","93690","94390","94240","",
"Iceland","ISL","Agricultural land (sq. km)","AG.LND.AGRI.K2","","21200","21200","21200","21200","21200","21200","21200","21200","21200","20010","19910","19810","19710","19600","19500","19400","19310","19210","19110","19000","19000","19000","19000","19000","19000","19000","19000","19000","19000","19010","19010","19010","19000","19000","18990","18970","18950","18910","18890","18890","18890","18870","18850","18840","18820","18810","18760","18760","18750","18740","18732","18722","18722","18722","18720","18720","18720","18720","18720","18720","18720","",
"Israel","ISR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","5110","5050","5220","5250","5140","5250","5250","5210","5230","5250","5270","5270","5370","5450","5400","5300","5310","5330","5330","5330","5380","5400","5530","5640","5750","5790","5770","5760","5750","5790","5780","5770","5770","5790","5730","5640","5630","5620","5590","5660","5610","5630","5510","5135","5145","5088","5181","5156","5226","5045","5170","5262","5203","5377","5339","5520","6440","6413","6384","6464","6435","",
"Italy","ITA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","206830","206520","205100","204620","204400","204050","203790","203550","202270","201800","176490","175080","174820","175020","175170","175290","175010","175890","176080","175620","175510","175360","172600","172440","170950","170420","170120","168390","168500","168400","160540","159780","159100","157020","153330","153490","153450","154840","157990","156370","155020","152730","149070","148830","147360","142030","141620","144572","139824","143278","138526","137290","136300","131620","129450","128120","128265.7","124050","131209.62","125183.7","124030.309","",
"Jamaica","JAM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","5330","5350","5350","5330","5070","5170","5170","5170","5170","5070","5070","5070","5070","5070","5070","5070","5070","5070","4970","4970","4970","4870","4770","4770","4770","4770","4770","4770","4770","4760","4760","4760","5030","5000","4970","4940","4890","4840","4820","4790","4790","4740","4740","4720","4670","4670","4640","4490","4460","4213","4205","4198","4188","4179","4170","4170","4170","4170","4170","4170","4170","",
"Jordan","JOR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","10840","10860","10870","10910","10920","10940","10970","10990","11000","11040","11050","11090","11100","11140","11150","11170","11180","11220","11250","11270","11176","11241","11380","10501","11178","11258","11560","11650","11498","10402","10104","11207","10900","10720","11140","10510","10610","10660","10670","10690","10220","10250","10050","10370","10130","10180","9633","9725","10250","10023","10026","10449","10566","10640","10563","10659.6","10070","10218","10365","10290","10230","",
"Japan","JPN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","71100","71200","70200","70300","70040","68960","68380","67970","66520","66960","65430","64710","64220","63770","63230","62730","62400","62080","61760","61520","61210","60940","60690","60430","60160","59850","59580","59250","58780","58320","57840","57360","56860","56250","55620","55000","54370","53760","53210","52580","52130","51750","51400","51100","50800","50534","50268","49992","49746","49530","49190","49050","48920","48700","48460","48130","47780","47460","47150","46820","46590","",
"Kazakhstan","KAZ","Agricultural land (sq. km)","AG.LND.AGRI.K2","","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2217470","2216510","2171865","2154736","2156918","2153298","2150753","2153933","2144856","2134689","2130014","2126705","2122860","2118765","2114356","2108514","2107833","2171618","2169885","2170121","2169941","2167994","2162597","2162421","2162137","2160361","2139743","2140032","2137959","",
"Kenya","KEN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","252000","252050","252100","252150","252200","252250","252300","252350","252400","252450","252500","252550","252600","252650","255720","255780","255800","255800","255800","255800","255800","255800","255800","255050","263540","263730","264350","266620","270530","267700","268770","270720","268400","272320","272180","264510","265940","264580","268760","266710","268390","268180","268740","269920","270020","270540","270700","270850","272850","273100","276210","276320","276430","276540","276660","276770","276880","276990","277100","277100","277100","",
"Kyrgyz Republic","KGZ","Agricultural land (sq. km)","AG.LND.AGRI.K2","","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","101200","103290","105370","106410","106610","106900","107260","107140","107760","107760","108400","107700","107450","107311","107286","107272","106173","106119","106085","105913","105567","105571","105562","105411","105401","103708","103684","103678","103661","",
"Cambodia","KHM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","35180","35330","35420","35950","36270","36270","36290","35770","34770","34190","24500","24500","24500","25000","25000","25500","25500","26000","26000","26500","26500","26800","26900","26910","29900","32900","37000","41500","44350","44550","45100","45150","45310","45700","45700","45800","45800","46300","46400","47700","48900","50000","51000","52300","53560","53550","53550","53550","53550","54030","54506.938","55323.722","55721.242","56018.761","56476.28","57003.8","57841.319","58558.838","59506.358","60453.877","60991.397","",
"Kiribati","KIR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","390","390","430","430","430","430","380","380","380","380","380","380","380","380","380","380","380","380","380","380","380","380","380","390","390","390","390","390","390","390","390","390","370","370","370","370","370","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","",
"St. Kitts and Nevis","KNA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","200","200","200","200","200","200","200","200","180","150","150","150","150","150","150","150","150","150","150","150","150","140","140","130","130","120","120","120","120","120","120","120","120","100","100","90","90","90","100","95","93","81","81","80.3","50","50.1","50.9","51","55","57","60","60","60","60","60","60","60","60","60","60","60","",
"Korea, Rep.","KOR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","21130","20810","21000","21910","22780","23150","23360","23430","23370","23240","22990","22700","22710","22680","22720","22700","22670","22630","22520","22470","22450","22430","22360","22290","22200","22170","22190","22140","21970","21790","21610","21360","21180","20960","20480","20080","19830","19690","19540","19730","19450","19190","19020","18930","18810","18580","18400","18170","17950","17730","17561","17880","17687","17483","17360","17008","16767","16520","16370","16210","16030","",
"Kuwait","KWT","Agricultural land (sq. km)","AG.LND.AGRI.K2","","1350","1350","1350","1350","1350","1350","1350","1350","1350","1350","1350","1350","1350","1350","1350","1350","1350","1350","1350","1350","1360","1360","1360","1370","1370","1380","1380","1410","1410","1410","1410","1410","1420","1420","1420","1430","1430","1430","1440","1480","1510","1510","1510","1500","1500","1500","1510","1510","1515","1520","1525","1520","1536","1521","1494","1500","1514","1500","1500","1500","1500","",
"Latin America & Caribbean (excluding high income)","LAC","Agricultural land (sq. km)","AG.LND.AGRI.K2","","5150150","5186440","5218689","5256968","5289597","5319935","5346764","5382593","5406182","5448901","5504890","5560198","5605539.227","5649989.455","5698741.682","5756632.909","5823004.136","5883265.364","5941167.591","6000993.898","6032724.045","6059405.273","6110016.5","6145738.727","6170162.025","6168967.182","6171785.009","6169004.636","6169394.264","6193124.591","6194349.098","6185710.545","6180330.173","6168326.8","6159529.2","6167164.6","6176126.3","6189566","6197050.7","6190515.6","6164892.9","6168145.2","6171786.4","6181732.4","6194401.4","6194364.912","6207871.7","6156648.8","6132865.1","6154365.8","6142077.8","6150372.4","6151677.5","6113898.828","6122025.194","6101636.111","6069955.345","6064254.29","6072479.426","6104985.628","6107231.569","",
"Lao PDR","LAO","Agricultural land (sq. km)","AG.LND.AGRI.K2","","15500","15500","15000","14500","14500","14600","14600","14700","14720","14770","14820","15120","15320","15550","15680","15800","15900","15980","16050","16060","16090","16170","16200","16300","16350","16380","16400","16500","16520","16600","16620","16640","16650","16900","17000","17000","17560","17650","17730","18060","18410","18760","19110","19460","19850","20250","20630","21040","21680","22200","22765","23072.5","23350","23350","23350","23350","22589","21828","21067","20310","20310","",
"Lebanon","LBN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","5620","5700","5700","5800","5960","5960","6060","6160","6200","6250","6300","6350","6450","6400","6350","6300","6250","6190","6130","6010","5980","5980","5980","5980","5990","6000","6040","6040","6040","6050","6060","6060","6060","6070","6090","6180","6220","6260","5825","5950","5980","6160","6270","6383","6530","6790","6771","6630","6630","6400","6510","6580","6600","6620","6650","6710","6733.2","6715.5","6713","6773","6793","",
"Liberia","LBR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","11467.6","11447.6","11447.6","11417.6","11417.6","11387.6","11387.6","11367.6","11367.6","11347.6","11347.6","11347.6","11347.6","11347.6","11347.6","11347.6","11397.6","11397.6","11397.6","11397.6","11397.6","11437.6","11487.6","11497.6","11517.6","11607.6","11667.6","11637.6","11637.6","10637.6","10940.2","11239.202","11539.884","11840.682","12145.122","12452.218","12754.76","13067.416","13367.4","13671.162","13972.93","14275.723","14578.479","14881.04","15179.629","15478.004","15771.809","16072.218","16371.311","16670.346","16966.591","17266.362","17565.513","17863.733","18164.532","18464.827","18766.883","19069.038","19230.4","19230.4","19230.4","",
"Libya","LBY","Agricultural land (sq. km)","AG.LND.AGRI.K2","","111700","113830","115850","117930","119950","122030","124050","126150","128200","130250","132350","134380","136450","138480","140550","142580","144650","146730","148750","150800","151850","152920","154050","154150","154270","154350","154400","154400","154450","154550","154600","154650","154650","154750","155150","156660","156660","154500","154500","154500","154500","154500","154500","153850","153850","153850","153850","153850","153850","153510","153510","153550","153550","153500","153500","153500","153500","153500","153500","153500","153500","",
"St. Lucia","LCA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","170","170","180","180","180","180","190","190","190","190","200","200","200","199","200","200","200","200","202","205","208","210","212","215","218","212","210","210","210","209","198","197","197","195","180","174","170","155","154","142","139","131","124","111","109","101","99.3","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","",
"Latin America & Caribbean","LCN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","5677657","5715237","5748976","5788985","5823254","5855292","5884281","5922130","5947519","5991908","6051037","6108995","6157536.227","6206616.455","6258678.682","6324112.326","6390945.969","6449929.614","6507474.258","6566992.981","6597285.545","6623099.19","6673742.833","6710033.727","6736615.692","6737079.515","6738156.009","6735864.303","6734452.597","6757071.591","6757214.765","6743864.878","6736733.173","6724338.467","6714429.533","6721233.6","6730103.967","6743437.333","6749304.7","6743966.267","6718759.233","6725605.2","6726835.067","6741267.033","6753402.4","6750604.012","6762027.6","6708780.54","6681775.59","6696156.92","6681118.76","6682761.1","6681346.95","6641036.018","6645256.114","6619022.781","6583106.755","6573263.44","6577078.306","6605191.258","6603895.149","",
"Least developed countries: UN classification","LDC","Agricultural land (sq. km)","AG.LND.AGRI.K2","","7026224.3","7036414.3","7054094.3","7065164.3","7075694.3","7082734.3","7089004.3","7103134.3","7109974.3","7114124.3","7121184.3","7131134.3","7129986.3","7126457.3","7135147.3","7140704.3","7142464.3","7156604.3","7156324.3","7164684.3","7174034.3","7178530.3","7188966.3","7190312.3","7226998.3","7269094.3","7291960.3","7337176.3","7362302.3","7375378.2","7392879.6","7413390.602","7278953.284","7318816.082","7355517.972","7391301.518","7427010.61","7450919.716","7491096.15","7527239.362","7562638.64","7582643.343","7645519.309","7665079.78","7744828.579","7777963.364","7814013.379","7841077.698","7889259.301","7930281.446","7966418.849","8024821.489","8065491.565","8090143.649","8112659.411","8139648.752","8166673.152","8186480.696","8198280.578","8212479.097","8221154.217","",
"Low income","LIC","Agricultural land (sq. km)","AG.LND.AGRI.K2","","5303384.3","5312524.3","5319354.3","5326414.3","5328724.3","5326074.3","5329674.3","5340234.3","5349304.3","5342394.3","5347394.3","5360934.3","5366146.3","5361057.3","5364507.3","5372184.3","5374764.3","5379044.3","5381594.3","5390434.3","5388764.3","5391784.3","5400054.3","5399334.3","5421784.3","5459644.3","5476174.3","5511144.3","5529804.3","5548434.3","5563554.7","5585063.702","5445234.384","5479275.182","5509104.072","5535175.618","5564962.61","5584239.716","5610974.15","5640712.362","5674009.64","5691348.343","5748887.309","5763220.78","5834252.579","5861187.364","5886787.379","5894895.698","5928427.001","5962970.446","5992629.911","6047513.327","6076192.323","6094951.888","6108227.732","6130059.112","6150190.843","6166220.738","6174828.56","6185615.98","6191413.58","",
"Liechtenstein","LIE","Agricultural land (sq. km)","AG.LND.AGRI.K2","","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","80","80","80","80","70","70","70","70","70","70","70","70","70","70","70","69","67.7","66.4","65.1","63.8","62.5","61.2","59.9","58.6","57.3","56","54.7","53.4","52.4","52.2","52","51.8","51.8","51.7","51.7","51.7","",
"Sri Lanka","LKA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","17230","17070","20600","21030","21560","22050","22550","23210","23280","23330","23390","23450","23510","23570","23590","23960","24330","24690","23590","23490","23490","22960","23080","23110","23150","23260","23340","23370","23400","23390","23420","23440","23200","23230","23260","23270","23280","23290","23450","23500","23510","23560","23700","23100","25100","24400","23900","25950","26100","26200","27300","27400","27400","27400","27400","27500","27602","28116","28115.728","28120","28120","",
"Lower middle income","LMC","Agricultural land (sq. km)","AG.LND.AGRI.K2","","9563665","9582395","9596675","9618525","9645275","9661805","9674645","9685985","9674665","9700310","9723935","9749255","9769695","9781775","9797995","9654905","9672225","9695725","9701640","9699915","9674661","9713204.4","9706140.4","9747416.6","9775427","9773547","9808608","9822927","9850963","9844240.9","9883563.9","9896861.7","9880865.7","9911762.5","9953908.9","9972565.5","10100219.15","10119973.307","10146955.504","10146377.201","10163912.308","10173607.795","10020882.292","10032548.739","9879528.796","9901112.923","9918306.52","9923486.607","9946073.515","9956585.113","9979335.395","9986877.479","10011765.318","10015370.637","10048771.249","10063049.887","10075090.441","10090180.655","10086810.73","10095968.554","10100188.759","",
"Low & middle income","LMY","Agricultural land (sq. km)","AG.LND.AGRI.K2","","30981434","31070136.1","31157054.3","31243984.8","31338107","31421902.9","31502637.4","31602852.6","31681728","31788362.7","31917674.4","32069684.9","32204016.727","32321683.755","32429632.682","32414339.042","32561884.803","32718531.964","32839995.291","32954020.498","33011814.545","33167729.173","33321402.9","33509988.127","33742648.125","33861884.782","34011128.609","34125061.236","34243685.864","34350133.091","34435816.618","34489148.487","34349799.417","34438454.558","34443753.899","34480114.543","34665781.532","34709478.258","34785172.732","34832825.794","34867728.471","34905695.738","34821827.973","34862101.535","34788303.006","34834645.909","34890503.529","34845152.645","34880422.126","35004274.559","35034552.79","35101231.073","35153442.446","35135477.44","35185680.699","35209927.441","35235576.479","35253289.434","35241783.13","35299226.664","35315056.868","",
"Lesotho","LSO","Agricultural land (sq. km)","AG.LND.AGRI.K2","","25810","25760","25760","25780","25780","25830","25830","25330","24780","24270","23640","23590","23590","23590","23760","23590","22920","22930","23090","22960","23020","22920","22870","23010","23080","22910","23300","23430","23050","23210","23230","23360","23340","23290","23240","23260","23290","23290","23290","23340","23340","23040","23040","23140","23270","23070","23290","23620","23390","23260","23120","22853","22521","22763","22230","23560","24180","24333","24330","24330","24330","",
"Late-demographic dividend","LTE","Agricultural land (sq. km)","AG.LND.AGRI.K2","","12931009.4","13013068.5","13096639.7","13175798.2","13269373.4","13351750.3","13431314.8","13515044","13603781.4","13696285.1","13804569.8","13899656.3","14007182.9","14122063.7","14213151.4","14186152.95","14310229.9","14425875.25","14510686.767","14614881.163","14691880.4","14811804.817","14942646.733","15078292.2","15219145.237","15268741.333","15317644.6","15364890.667","15415158.733","15462378.8","15508454.047","15501733.933","15453808","15471254.067","15385653.133","15377986.2","15507550.167","15509609.133","15516134.1","15523594.267","15480197.777","15471948.889","15319259.4","15307784.111","15310498.322","15314137.667","15312661.411","15329176.696","15334180.652","15392297.92","15383909.36","15385105.473","15405823.704","15388289.29","15396246.72","15393026.67","15375904.402","15368189.576","15343718.072","15340658.729","15324865.094","",
"Lithuania","LTU","Agricultural land (sq. km)","AG.LND.AGRI.K2","","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33330","31260","34100","34110","34170","34250","34960","34180","28960","28850","25410","26043","28370","27907","26959","26721","26890","27723","28059","28422","28914","29524","30059","29539","29353","29470","29750","29428","29378","",
"Luxembourg","LUX","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1280","1280","1280","1280","1280","1290","1290","1310","1310","1307","1310.4","1312.7","1314.2","1308.8","1309.9","1312.7","1306.51","1311.58","1315.59","1315.92","1321.36","1328.11","",
"Latvia","LVA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25140","25400","18320","18740","17720","17490","16170","15880","15810","15950","15820","16420","17340","18550","18390","18250","18330","18050","18160","18410","18770","18720","18845","19310","19330","19380","19600","19690","19700","",
"Macao SAR, China","MAC","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","233700","235800","238500","241100","244200","247380","249380","252380","254290","257050","259330","261700","264250","266300","269170","271500","275000","279180","280040","289300","290900","291770","292730","293840","293980","294970","296660","297440","300640","303430","303550","306160","307110","309640","307490","309660","308950","309760","306930","306520","303700","302830","308760","300410","299890","299460","299600","299810","300026","299883","301038","304030","305850","300825","300470","308750","310465.482","305258.072","296119.07","303580","302910","",
"Monaco","MCO","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25570","25570","25560","25560","25560","25560","25570","25440","25390","25340","25280","25220","24990","24830","24850","24810","24720","24650","24620","24600","24610","23150","23180","23179","23173","22571","22616","22646","22750","",
"Madagascar","MDG","Agricultural land (sq. km)","AG.LND.AGRI.K2","","351450","351700","351950","352200","352450","352700","352950","353200","353500","353700","353900","354200","354400","354750","357590","357640","359290","360000","360200","360400","360750","361000","361350","361600","361950","362200","362400","362700","362950","363250","363500","363700","364900","364800","364800","365960","374900","384900","395000","405000","408430","408430","408430","408430","408930","408930","408930","408950","408950","408950","408950","408950","408950","408950","408950","408950","408950","408950","408950","408950","408950","",
"Maldives","MDV","Agricultural land (sq. km)","AG.LND.AGRI.K2","","50","50","50","50","50","50","50","50","50","50","60","60","70","70","70","70","70","70","70","70","70","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","90","100","120","120","110","90","70","70","70","70","69","69","64","64","64","64","64","64","64","64","64","59","",
"Middle East & North Africa","MEA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","2891400","2890640","2893660","2894700","2897460","2897720","2904460","2908030","2915340","2923350","2945260","2966120","2971600","2973500","2964350","2967860","2967300","2964620","2976650","2965280","2928996","2937573.4","2946977.4","3005863.6","3061518","3113648","3171840","3231800","3279248","3332592","3353769","3372964.8","3454776.8","3529829.896","3600665.327","3674980.405","3735540.532","3825103.175","3883136.998","3877667.131","3884881.989","3891671.731","3900000.769","3908430.778","3740756.859","3744807.103","3749130.889","3725150.164","3719986","3723734.8","3725587.064","3727289.727","3729739.441","3729396.055","3731310.289","3736990.696","3745781.733","3745577.057","3738062.876","3747193.873","3747214.785","",
"Mexico","MEX","Agricultural land (sq. km)","AG.LND.AGRI.K2","","983160","981790","981090","980490","979790","979140","978390","977690","977090","976350","969380","971500","974000","975510","975510","975510","976010","981980","979980","981800","982100","983150","1010200","1010310","1012355","1014410","1025500","1030510","1040500","1051510","1061540","1061770","1061800","1061900","1061950","1063100","1063100","1063250","1063260","1063300","1065500","1065500","1065500","1065700","1065700","1065700","1067000","1033550","1026820","1018070","1013220","1005120","994860","987480","986800","983380","969460","965160","961060","971380","971260","",
"Marshall Islands","MHL","Agricultural land (sq. km)","AG.LND.AGRI.K2","","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","85","85","85","85","85","85","85","85","85","85","85","85","85","85","85","85","85","85","85","85","85","75","70","70","70","70","70","70","70","70","70","",
"Middle income","MIC","Agricultural land (sq. km)","AG.LND.AGRI.K2","","25678049.7","25757611.8","25837700","25917570.5","26009382.7","26095828.6","26172963.1","26262618.3","26332423.7","26445968.4","26570280.1","26708750.6","26837870.427","26960626.455","27065125.382","27042154.742","27187120.503","27339487.664","27458400.991","27563586.198","27623050.245","27775944.873","27921348.6","28110653.827","28320863.825","28402240.482","28534954.309","28613916.936","28713881.564","28801698.791","28872261.918","28904084.785","28904565.033","28959179.376","28934649.827","28944938.925","29100818.922","29125238.542","29174198.582","29192113.432","29193718.831","29214347.395","29072940.664","29098880.755","28954050.427","28973458.545","29003716.15","28950256.947","28951995.125","29041304.113","29041922.879","29053717.746","29077250.123","29040525.552","29077452.967","29079868.329","29085385.636","29087068.696","29066954.57","29113610.684","29123643.288","",
"North Macedonia","MKD","Agricultural land (sq. km)","AG.LND.AGRI.K2","","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","12970","12960","12870","12900","12830","12910","12820","12350","12420","13340","13010","12620","12280","12240","10760","10630","10130","11190","11180","12670","12600","12610","12620","12650","12660","12640","12650","12620","12600","",
"Mali","MLI","Agricultural land (sq. km)","AG.LND.AGRI.K2","","316980","317030","317080","317130","317180","317220","317280","317280","317280","317780","317780","317780","317780","318280","318780","320770","320750","320750","320800","320800","320830","320830","320830","320830","321030","321060","321060","321230","321230","321280","321430","322530","331600","352700","354190","366500","376500","376500","376500","386650","393090","396840","407260","396910","403920","404660","405970","408210","410454","410510","412400","414290","416180","418070","419960","421860","423750","425640","427530","429420","431310","",
"Malta","MLT","Agricultural land (sq. km)","AG.LND.AGRI.K2","","180","170","160","150","140","140","140","140","140","140","140","140","140","140","130","130","140","140","140","130","130","130","130","130","130","130","130","130","130","130","130","130","130","130","110","110","100","90","90","90","100","100","104","100","93","93","93","93","93","103.3","103.3","103","102.3","102.3","102.3","103.8","103.8","103.8","103.8","91.1","87.5","",
"Myanmar","MMR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","104300","104700","105070","106200","105830","107400","107670","107680","107670","108010","108050","108050","103220","103330","103470","103620","103560","103670","103770","103850","104210","104410","104380","104220","104290","104350","104220","103730","103950","104280","104160","103980","104460","104210","104500","105040","105190","105130","106090","108120","109390","109250","109820","110820","112630","115970","119840","122770","124410","125260","125580","125490","125870","126320","127489.999","127600","130536","130713","129794","129800","129800","",
"Middle East & North Africa (excluding high income)","MNA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","2010020","2009130","2011770","2012490","2015150","2015070","2021590","2024820","2031760","2039260","2060680","2081020","2085850","2086940","2077390","2080320","2079180","2075930","2087410","2075460","2038556","2046553.4","2053707.4","2060893.6","2064368","2064798","2070970","2079370","2075198","2076092","2095119","2113234.8","2124586.8","2129449.896","2130265.327","2134610.405","2125120.532","2134663.175","2121536.998","2114628.131","2121635.089","2127353.831","2134868.969","2143598.978","1975889.159","1980624.403","1984869.289","1961945.564","1959615.5","1963882","1965880.364","1968168.327","1971171.841","1967825.455","1969043.789","1974606.696","1982604.633","1982367.857","1974571.726","1983456.773","1983423.47","",
