"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Congo, Dem. Rep.","COD","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2299611.79628014","","","","","","","","","","2298295.54080564","","","","","","","","","","","","","","","2295898.50658286","","","","","","","",
"Congo, Rep.","COG","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","340417.594767824","","","","","","","","","","340316.935281167","","","","","","","","","","","","","","","340340.843973329","","","","","","","",
"Colombia","COL","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1128293.22419008","","","","","","","","","","1127690.55206329","","","","","","","","","","","","","","","1127197.64422433","","","","","","","",
"Comoros","COM","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1611.7114552993","","","","","","","","","","1609.5767229912","","","","","","","","","","","","","","","1534.76716252618","","","","","","","",
"Cabo Verde","CPV","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4055.1884670568","","","","","","","","","","4048.5856806074","","","","","","","","","","","","","","","4043.8548453514","","","","","","","",
"Costa Rica","CRI","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50316.70580292","","","","","","","","","","50075.94174583","","","","","","","","","","","","","","","49804.71155253","","","","","","","",
"Caribbean small states","CSS","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","406831.97541935","","","","","","","","","","406452.951191972","","","","","","","","","","","","","","","406065.940475873","","","","","","","",
"Cuba","CUB","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107262.74607605","","","","","","","","","","106968.69679437","","","","","","","","","","","","","","","106664.75775172","","","","","","","",
"Curacao","CUW","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","323.5529621998","","","","","","","","","","322.6417400157","","","","","","","","","","","","","","","316.3220359654","","","","","","","",
"Cayman Islands","CYM","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","256.3550001319","","","","","","","","","","245.7772587905","","","","","","","","","","","","","","","229.4268203573","","","","","","","",
"Cyprus","CYP","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8950.394905227","","","","","","","","","","8869.730038384","","","","","","","","","","","","","","","8747.627333516","","","","","","","",
"Czechia","CZE","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74404.0351823","","","","","","","","","","74278.1133606","","","","","","","","","","","","","","","73926.2202924","","","","","","","",
"Germany","DEU","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","318816.63246208","","","","","","","","","","316844.82211299","","","","","","","","","","","","","","","316383.48005233","","","","","","","",
"Djibouti","DJI","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21587.4931032","","","","","","","","","","21585.726127119","","","","","","","","","","","","","","","21571.774903744","","","","","","","",
"Dominica","DMA","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","741.64740825116","","","","","","","","","","737.995440628114","","","","","","","","","","","","","","","735.838675635546","","","","","","","",
"Denmark","DNK","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40583.72944463","","","","","","","","","","40497.34822253","","","","","","","","","","","","","","","40365.62700386","","","","","","","",
"Dominican Republic","DOM","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46451.88376319","","","","","","","","","","45886.36413845","","","","","","","","","","","","","","","45389.6287202","","","","","","","",
"Algeria","DZA","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2308984.42439357","","","","","","","","","","2307182.97431852","","","","","","","","","","","","","","","2305478.23040435","","","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15423922.3635011","","","","","","","","","","15321128.3455268","","","","","","","","","","","","","","","15211204.2808363","","","","","","","",
"Early-demographic dividend","EAR","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32759402.7644995","","","","","","","","","","32666926.5240091","","","","","","","","","","","","","","","32540015.6836005","","","","","","","",
"East Asia & Pacific","EAS","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23818136.0271023","","","","","","","","","","23709879.2433506","","","","","","","","","","","","","","","23595316.8718459","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22104050.1217975","","","","","","","","","","22095393.5644865","","","","","","","","","","","","","","","22089774.2442027","","","","","","","",
"Europe & Central Asia","ECS","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26850794.2007745","","","","","","","","","","26831648.1334538","","","","","","","","","","","","","","","26814298.3017755","","","","","","","",
"Ecuador","ECU","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","253884.40424281","","","","","","","","","","253522.85144813","","","","","","","","","","","","","","","253213.92172783","","","","","","","",
"Egypt, Arab Rep.","EGY","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","976866.35901307","","","","","","","","","","974101.07385994","","","","","","","","","","","","","","","971206.19860134","","","","","","","",
"Euro area","EMU","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2583538.99482525","","","","","","","","","","2575171.48952966","","","","","","","","","","","","","","","2566711.65070984","","","","","","","",
"Eritrea","ERI","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120144.69269866","","","","","","","","","","120097.32638578","","","","","","","","","","","","","","","120001.00063191","","","","","","","",
"Spain","ESP","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","492056.32099838","","","","","","","","","","490639.14194904","","","","","","","","","","","","","","","488925.705618281","","","","","","","",
"Estonia","EST","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42760.19842804","","","","","","","","","","42671.19214701","","","","","","","","","","","","","","","42656.57241715","","","","","","","",
"Ethiopia","ETH","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1127576.40152","","","","","","","","","","1126441.99172","","","","","","","","","","","","","","","1124616.27503","","","","","","","",
"European Union","EUU","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3885885.43944132","","","","","","","","","","3876325.83746556","","","","","","","","","","","","","","","3866493.84584162","","","","","","","",
"Fragile and conflict affected situations","FCS","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20211755.6130987","","","","","","","","","","20195392.1798756","","","","","","","","","","","","","","","20171750.6956767","","","","","","","",
"Finland","FIN","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","303012.44081449","","","","","","","","","","302886.66055754","","","","","","","","","","","","","","","302765.49830872","","","","","","","",
"Fiji","FJI","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18919.5964507171","","","","","","","","","","18917.2331685771","","","","","","","","","","","","","","","18883.7857059591","","","","","","","",
"France","FRA","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","526622.73485525","","","","","","","","","","525138.99924832","","","","","","","","","","","","","","","522936.09931449","","","","","","","",
"Faroe Islands","FRO","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1385.83710702492","","","","","","","","","","1385.83710702492","","","","","","","","","","","","","","","1385.83710702492","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","760.8690862174","","","","","","","","","","760.8690862174","","","","","","","","","","","","","","","757.7457414714","","","","","","","",
"Gabon","GAB","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","263412.47697453","","","","","","","","","","263380.31799365","","","","","","","","","","","","","","","263337.71029781","","","","","","","",
"United Kingdom","GBR","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220037.23251912","","","","","","","","","","219748.34409069","","","","","","","","","","","","","","","218902.7593454","","","","","","","",
"Georgia","GEO","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67785.564109075","","","","","","","","","","67850.023863619","","","","","","","","","","","","","","","68068.725371263","","","","","","","",
"Ghana","GHA","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","230091.565274817","","","","","","","","","","229194.256936843","","","","","","","","","","","","","","","227830.29933429","","","","","","","",
"Gibraltar","GIB","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0474405898422","","","","","","","","","","0.0474405898422","","","","","","","","","","","","","","","0.0474405898422","","","","","","","",
"Guinea","GIN","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","244785.6839339","","","","","","","","","","244506.10083991","","","","","","","","","","","","","","","244205.75317584","","","","","","","",
"Gambia, The","GMB","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10359.88885198","","","","","","","","","","10278.48971002","","","","","","","","","","","","","","","10197.83848648","","","","","","","",
"Guinea-Bissau","GNB","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33356.53996759","","","","","","","","","","33325.43441881","","","","","","","","","","","","","","","33293.4171951","","","","","","","",
"Equatorial Guinea","GNQ","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26955.7094050805","","","","","","","","","","26930.353274744","","","","","","","","","","","","","","","26898.2353050123","","","","","","","",
"Greece","GRC","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","129173.69477795","","","","","","","","","","128880.241048","","","","","","","","","","","","","","","128795.91088826","","","","","","","",
"Grenada","GRD","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","315.80329241483","","","","","","","","","","296.61085260147","","","","","","","","","","","","","","","291.37489935434","","","","","","","",
"Greenland","GRL","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","315963.025177884","","","","","","","","","","315961.354684809","","","","","","","","","","","","","","","315961.354684809","","","","","","","",
"Guatemala","GTM","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106840.297729102","","","","","","","","","","106250.535256367","","","","","","","","","","","","","","","105527.124223523","","","","","","","",
"Guam","GUM","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","473.6905412834","","","","","","","","","","470.874132582","","","","","","","","","","","","","","","466.813324579","","","","","","","",
"Guyana","GUY","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","209909.55343419","","","","","","","","","","209900.5510663","","","","","","","","","","","","","","","209904.14440359","","","","","","","",
"High income","HIC","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34632479.5240211","","","","","","","","","","34591961.1646468","","","","","","","","","","","","","","","34548606.8893586","","","","","","","",
"Hong Kong SAR, China","HKG","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","662.58723900153","","","","","","","","","","623.53623735349","","","","","","","","","","","","","","","591.19585189281","","","","","","","",
"Honduras","HND","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111170.94681747","","","","","","","","","","110862.28289905","","","","","","","","","","","","","","","110411.15563544","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19381486.4113983","","","","","","","","","","19368558.9001401","","","","","","","","","","","","","","","19348346.4759605","","","","","","","",
"Croatia","HRV","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54783.427503523","","","","","","","","","","54800.616346388","","","","","","","","","","","","","","","54777.085983431","","","","","","","",
"Haiti","HTI","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26007.941639483","","","","","","","","","","25808.594713578","","","","","","","","","","","","","","","25688.068298726","","","","","","","",
"Hungary","HUN","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87750.6516333","","","","","","","","","","87594.4115512","","","","","","","","","","","","","","","87565.2450437","","","","","","","",
"IBRD only","IBD","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69978310.1303432","","","","","","","","","","69810941.1740022","","","","","","","","","","","","","","","69618480.6454464","","","","","","","",
"IDA & IBRD total","IBT","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94951789.625667","","","","","","","","","","94746713.1278512","","","","","","","","","","","","","","","94491800.7919935","","","","","","","",
"IDA total","IDA","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24973479.4953238","","","","","","","","","","24935771.9538489","","","","","","","","","","","","","","","24873320.146547","","","","","","","",
"IDA blend","IDB","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4436402.3200331","","","","","","","","","","4420034.93296515","","","","","","","","","","","","","","","4388519.24354882","","","","","","","",
"Indonesia","IDN","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1844999.748778","","","","","","","","","","1831782.785616","","","","","","","","","","","","","","","1820838.066132","","","","","","","",
"IDA only","IDX","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20537077.1752907","","","","","","","","","","20515737.0208837","","","","","","","","","","","","","","","20484800.9029982","","","","","","","",
"Isle of Man","IMN","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","547.0744311416","","","","","","","","","","545.2606590102","","","","","","","","","","","","","","","538.4579340657","","","","","","","",
"India","IND","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3029510.8433582","","","","","","","","","","3002756.1517016","","","","","","","","","","","","","","","2956471.2664466","","","","","","","",
