"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Not classified","INX","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68105.05578148","","","","","","","","","","67982.968611958","","","","","","","","","","","","","","","67698.158482665","","","","","","","",
"Iran, Islamic Rep.","IRN","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1607789.9165568","","","","","","","","","","1604073.3562922","","","","","","","","","","","","","","","1601053.3535607","","","","","","","",
"Iraq","IRQ","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","437354.5392457","","","","","","","","","","436360.3533348","","","","","","","","","","","","","","","434269.6067549","","","","","","","",
"Iceland","ISL","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88828.85591853","","","","","","","","","","88805.28374773","","","","","","","","","","","","","","","88792.010778","","","","","","","",
"Israel","ISR","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20208.3817629043","","","","","","","","","","19705.2759195834","","","","","","","","","","","","","","","19195.2299065299","","","","","","","",
"Italy","ITA","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","279865.12052792","","","","","","","","","","278674.71720231","","","","","","","","","","","","","","","277070.57707761","","","","","","","",
"Jamaica","JAM","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10263.225070213","","","","","","","","","","10128.048934681","","","","","","","","","","","","","","","10006.156485354","","","","","","","",
"Jordan","JOR","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87790.1608242713","","","","","","","","","","87273.983934395","","","","","","","","","","","","","","","86673.3954420005","","","","","","","",
"Japan","JPN","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","319195.50272503","","","","","","","","","","317471.40292568","","","","","","","","","","","","","","","316736.20486046","","","","","","","",
"Kazakhstan","KAZ","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2637304.54352","","","","","","","","","","2637254.6235","","","","","","","","","","","","","","","2636600.48488","","","","","","","",
"Kenya","KEN","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","581894.56873241","","","","","","","","","","581115.20926921","","","","","","","","","","","","","","","579896.16241093","","","","","","","",
"Kyrgyz Republic","KGZ","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","187551.420093","","","","","","","","","","187249.49424","","","","","","","","","","","","","","","186901.274495","","","","","","","",
"Cambodia","KHM","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","177069.60731576","","","","","","","","","","176502.39642169","","","","","","","","","","","","","","","176180.67894463","","","","","","","",
"Kiribati","KIR","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","911.6584518319","","","","","","","","","","911.4107381342","","","","","","","","","","","","","","","907.5566662553","","","","","","","",
"St. Kitts and Nevis","KNA","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","259.37078616283","","","","","","","","","","255.4226586592","","","","","","","","","","","","","","","253.8698195442","","","","","","","",
"Korea, Rep.","KOR","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91230.13584889","","","","","","","","","","88942.27116953","","","","","","","","","","","","","","","86793.37160366","","","","","","","",
"Kuwait","KWT","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16824.294765311","","","","","","","","","","16783.987607733","","","","","","","","","","","","","","","16647.65025799","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18163611.7276047","","","","","","","","","","18146231.2337206","","","","","","","","","","","","","","","18128420.1436764","","","","","","","",
"Lao PDR","LAO","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","228655.199958","","","","","","","","","","228526.179821","","","","","","","","","","","","","","","228354.377689","","","","","","","",
"Lebanon","LBN","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9513.3397813355","","","","","","","","","","9257.9522988901","","","","","","","","","","","","","","","8546.2020407163","","","","","","","",
"Liberia","LBR","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95783.918806562","","","","","","","","","","95693.446292957","","","","","","","","","","","","","","","95557.590728402","","","","","","","",
"Libya","LBY","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1619859.83792963","","","","","","","","","","1619466.41955008","","","","","","","","","","","","","","","1619018.27939098","","","","","","","",
"St. Lucia","LCA","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","571.04678374048","","","","","","","","","","556.72073421316","","","","","","","","","","","","","","","544.61629647331","","","","","","","",
"Latin America & Caribbean","LCN","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20063614.6268741","","","","","","","","","","20044102.5577022","","","","","","","","","","","","","","","20024424.2560645","","","","","","","",
"Least developed countries: UN classification","LDC","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20292880.8747915","","","","","","","","","","20274965.4578048","","","","","","","","","","","","","","","20247728.3036877","","","","","","","",
"Low income","LIC","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15639638.1583003","","","","","","","","","","15629507.6370257","","","","","","","","","","","","","","","15613513.8035011","","","","","","","",
"Liechtenstein","LIE","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128.502104858","","","","","","","","","","122.994219871","","","","","","","","","","","","","","","117.014356047","","","","","","","",
"Sri Lanka","LKA","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62496.37847418","","","","","","","","","","61978.82791571","","","","","","","","","","","","","","","61386.13250186","","","","","","","",
"Lower middle income","LMC","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24689337.7917243","","","","","","","","","","24603681.1772975","","","","","","","","","","","","","","","24482030.6126688","","","","","","","",
"Low & middle income","LMY","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92725414.5086766","","","","","","","","","","92522111.9220241","","","","","","","","","","","","","","","92268754.0355926","","","","","","","",
"Lesotho","LSO","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30229.6710618","","","","","","","","","","30190.6845035","","","","","","","","","","","","","","","30172.3370968","","","","","","","",
"Late-demographic dividend","LTE","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43743161.7384954","","","","","","","","","","43642331.6344767","","","","","","","","","","","","","","","43534219.8983815","","","","","","","",
"Lithuania","LTU","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62583.473672887","","","","","","","","","","62528.764955246","","","","","","","","","","","","","","","62585.347957396","","","","","","","",
"Luxembourg","LUX","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2343.54287324","","","","","","","","","","2322.51639576","","","","","","","","","","","","","","","2247.07842446","","","","","","","",
"Latvia","LVA","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62627.49142413","","","","","","","","","","62654.06546277","","","","","","","","","","","","","","","62761.73831111","","","","","","","",
"Macao SAR, China","MAC","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.388900537397","","","","","","","","","","8.169386683384","","","","","","","","","","","","","","","7.5741654768354","","","","","","","",
"St. Martin (French part)","MAF","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.20705941108","","","","","","","","","","30.872793232739","","","","","","","","","","","","","","","28.070006795902","","","","","","","",
"Morocco","MAR","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","411078.159144057","","","","","","","","","","410278.695037729","","","","","","","","","","","","","","","409515.810998763","","","","","","","",
"Monaco","MCO","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0349545180798","","","","","","","","","","0.0349545180798","","","","","","","","","","","","","","","0.0349545180798","","","","","","","",
"Moldova","MDA","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31768.851659","","","","","","","","","","31811.2252781","","","","","","","","","","","","","","","31803.7149624","","","","","","","",
"Madagascar","MDG","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","589504.90136197","","","","","","","","","","589146.35205926","","","","","","","","","","","","","","","588612.85788422","","","","","","","",
"Maldives","MDV","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","259.7520904533","","","","","","","","","","259.2166368503","","","","","","","","","","","","","","","259.6535489044","","","","","","","",
"Middle East & North Africa","MEA","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10622791.4731583","","","","","","","","","","10607030.353962","","","","","","","","","","","","","","","10588423.4854469","","","","","","","",
"Mexico","MEX","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1932483.7154866","","","","","","","","","","1927740.2493736","","","","","","","","","","","","","","","1920993.8502536","","","","","","","",
"Marshall Islands","MHL","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","276.1946529583","","","","","","","","","","273.9325372504","","","","","","","","","","","","","","","271.8843641866","","","","","","","",
"Middle income","MIC","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77085776.3503763","","","","","","","","","","76892604.2849984","","","","","","","","","","","","","","","76655240.2320914","","","","","","","",
"North Macedonia","MKD","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23812.5598005","","","","","","","","","","23741.2401541","","","","","","","","","","","","","","","23681.0368485","","","","","","","",
"Mali","MLI","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1252156.46768","","","","","","","","","","1251961.86841","","","","","","","","","","","","","","","1251575.14363","","","","","","","",
"Malta","MLT","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165.95691383132","","","","","","","","","","158.16865143224","","","","","","","","","","","","","","","150.89716307724","","","","","","","",
"Myanmar","MMR","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","663422.2720083","","","","","","","","","","661861.5642672","","","","","","","","","","","","","","","660979.5453777","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8274102.49088428","","","","","","","","","","8260706.2300961","","","","","","","","","","","","","","","8246160.47648125","","","","","","","",
"Montenegro","MNE","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13182.1898525758","","","","","","","","","","13159.8258354347","","","","","","","","","","","","","","","13146.8020024616","","","","","","","",
"Mongolia","MNG","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1549474.50152","","","","","","","","","","1549448.53857","","","","","","","","","","","","","","","1549425.13113","","","","","","","",
"Northern Mariana Islands","MNP","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","477.17770274851","","","","","","","","","","472.09595167401","","","","","","","","","","","","","","","477.17770274851","","","","","","","",
"Mozambique","MOZ","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","776224.1495687","","","","","","","","","","775713.8447212","","","","","","","","","","","","","","","775002.4679734","","","","","","","",
"Mauritania","MRT","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1045666.38104454","","","","","","","","","","1045622.3831367","","","","","","","","","","","","","","","1045547.79388178","","","","","","","",
"Mauritius","MUS","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1688.204505529","","","","","","","","","","1675.9885242509","","","","","","","","","","","","","","","1523.7551075676","","","","","","","",
"Malawi","MWI","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94071.9592366","","","","","","","","","","93943.4830962","","","","","","","","","","","","","","","93702.7574512","","","","","","","",
"Malaysia","MYS","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","322083.2271929","","","","","","","","","","320145.8770563","","","","","","","","","","","","","","","318197.5660893","","","","","","","",
"North America","NAC","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18143083.3224098","","","","","","","","","","18122112.9047343","","","","","","","","","","","","","","","18100257.2035744","","","","","","","",
"Namibia","NAM","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","827348.566600512","","","","","","","","","","827249.300117888","","","","","","","","","","","","","","","827174.288289532","","","","","","","",
"New Caledonia","NCL","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18799.854575491","","","","","","","","","","18792.435824945","","","","","","","","","","","","","","","18753.566730978","","","","","","","",
"Niger","NER","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1188683.10685","","","","","","","","","","1188503.15473","","","","","","","","","","","","","","","1187981.38051","","","","","","","",
"Nigeria","NGA","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","892210.3354487","","","","","","","","","","888443.055627","","","","","","","","","","","","","","","882024.655876","","","","","","","",
"Nicaragua","NIC","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118609.58177364","","","","","","","","","","118472.09222187","","","","","","","","","","","","","","","118297.54661673","","","","","","","",
"Netherlands","NLD","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27592.76082529","","","","","","","","","","26810.09789206","","","","","","","","","","","","","","","26211.90391782","","","","","","","",
"Norway","NOR","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","306521.95041403","","","","","","","","","","306403.19577749","","","","","","","","","","","","","","","306188.4557873","","","","","","","",
"Nepal","NPL","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140996.078028","","","","","","","","","","141286.207126","","","","","","","","","","","","","","","140132.783502","","","","","","","",
"Nauru","NRU","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.151278258794","","","","","","","","","","15.059471236104","","","","","","","","","","","","","","","15.059471236104","","","","","","","",
"New Zealand","NZL","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","270778.05907551","","","","","","","","","","270678.0430765","","","","","","","","","","","","","","","270548.62855949","","","","","","","",
"OECD members","OED","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35227937.8620653","","","","","","","","","","35182054.8906209","","","","","","","","","","","","","","","35133089.1892237","","","","","","","",
"Oman","OMN","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","309939.42378436","","","","","","","","","","309668.73201316","","","","","","","","","","","","","","","309151.55349219","","","","","","","",
"Other small states","OSS","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2037622.87055078","","","","","","","","","","2036684.50118684","","","","","","","","","","","","","","","2035416.5863441","","","","","","","",
"Pakistan","PAK","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","851033.8461576","","","","","","","","","","842518.6600035","","","","","","","","","","","","","","","821721.3634625","","","","","","","",
"Panama","PAN","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73988.37062715","","","","","","","","","","73815.90787281","","","","","","","","","","","","","","","73613.76711086","","","","","","","",
"Peru","PER","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1282078.21231782","","","","","","","","","","1281697.45060749","","","","","","","","","","","","","","","1281204.3855844","","","","","","","",
"Philippines","PHL","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","286501.08497548","","","","","","","","","","284863.2827639","","","","","","","","","","","","","","","282119.58210558","","","","","","","",
"Palau","PLW","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","480.9659617932","","","","","","","","","","480.9659617932","","","","","","","","","","","","","","","480.9659617932","","","","","","","",
"Papua New Guinea","PNG","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","462258.062862","","","","","","","","","","462217.002205","","","","","","","","","","","","","","","462122.2980281","","","","","","","",
"Poland","POL","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","295503.815122104","","","","","","","","","","294464.702021455","","","","","","","","","","","","","","","293194.000153099","","","","","","","",
"Pre-demographic dividend","PRE","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20303754.4864544","","","","","","","","","","20287858.5687576","","","","","","","","","","","","","","","20261379.4254893","","","","","","","",
"Puerto Rico","PRI","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6903.371121819","","","","","","","","","","6622.980933786","","","","","","","","","","","","","","","6516.709161268","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119479.03446686","","","","","","","","","","119228.37652397","","","","","","","","","","","","","","","119025.2202731","","","","","","","",
"Portugal","PRT","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87952.039349279","","","","","","","","","","87781.536418491","","","","","","","","","","","","","","","87685.726202871","","","","","","","",
"Paraguay","PRY","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","396815.354866","","","","","","","","","","396626.534185","","","","","","","","","","","","","","","396430.590248","","","","","","","",
"West Bank and Gaza","PSE","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5163.50122514113","","","","","","","","","","4808.66985109177","","","","","","","","","","","","","","","4390.87089080179","","","","","","","",
"Pacific island small states","PSS","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65747.6980206099","","","","","","","","","","65728.7527540932","","","","","","","","","","","","","","","65627.3000331661","","","","","","","",
"Post-demographic dividend","PST","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31098236.2183531","","","","","","","","","","31063253.4730165","","","","","","","","","","","","","","","31027660.2455543","","","","","","","",
"French Polynesia","PYF","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4002.843260451","","","","","","","","","","3992.047502497","","","","","","","","","","","","","","","3984.443842706","","","","","","","",
"Qatar","QAT","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10919.95376361","","","","","","","","","","10852.57380608","","","","","","","","","","","","","","","10591.24110598","","","","","","","",
"Romania","ROU","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","229329.051782867","","","","","","","","","","229442.228268098","","","","","","","","","","","","","","","229905.768298504","","","","","","","",
"Russian Federation","RUS","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16225993.7599275","","","","","","","","","","16224150.8875575","","","","","","","","","","","","","","","16224183.4733805","","","","","","","",
"Rwanda","RWA","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23048.5522414","","","","","","","","","","22851.6128474","","","","","","","","","","","","","","","22337.2720651","","","","","","","",
"South Asia","SAS","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4852212.59769763","","","","","","","","","","4810930.59317136","","","","","","","","","","","","","","","4734514.02043116","","","","","","","",
"Saudi Arabia","SAU","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1911788.4863766","","","","","","","","","","1910663.27793364","","","","","","","","","","","","","","","1908957.38877812","","","","","","","",
"Sudan","SDN","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1861441.52687439","","","","","","","","","","1860761.15326881","","","","","","","","","","","","","","","1859899.89349867","","","","","","","",
"Senegal","SEN","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","195159.73242969","","","","","","","","","","194967.72889161","","","","","","","","","","","","","","","194448.57316027","","","","","","","",
"Singapore","SGP","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","243.5601063177","","","","","","","","","","236.6093315053","","","","","","","","","","","","","","","210.1625760848","","","","","","","",
"Solomon Islands","SLB","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28438.623780562","","","","","","","","","","28430.362773788","","","","","","","","","","","","","","","28414.495267783","","","","","","","",
"Sierra Leone","SLE","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72247.37022042","","","","","","","","","","72136.88607689","","","","","","","","","","","","","","","71910.77946847","","","","","","","",
"El Salvador","SLV","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19307.679221367","","","","","","","","","","18977.245395911","","","","","","","","","","","","","","","18676.372020531","","","","","","","",
"San Marino","SMR","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.5739621371","","","","","","","","","","39.4030153155","","","","","","","","","","","","","","","36.0005070101","","","","","","","",
"Somalia","SOM","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","635746.27219272","","","","","","","","","","635657.73579572","","","","","","","","","","","","","","","635102.22375605","","","","","","","",
"Serbia","SRB","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74369.2087424","","","","","","","","","","74264.8250057","","","","","","","","","","","","","","","74452.5771784","","","","","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23907515.2071913","","","","","","","","","","23887721.9550227","","","","","","","","","","","","","","","23858680.8699647","","","","","","","",
"South Sudan","SSD","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","623954.208563","","","","","","","","","","623843.155031","","","","","","","","","","","","","","","623624.987672","","","","","","","",
"Sub-Saharan Africa","SSF","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23907994.9779543","","","","","","","","","","23888198.3996037","","","","","","","","","","","","","","","23859156.0434772","","","","","","","",
"Small states","SST","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510202.54399074","","","","","","","","","","2508866.20513291","","","","","","","","","","","","","","","2507109.82685313","","","","","","","",
"Sao Tome and Principe","STP","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","995.92457532618","","","","","","","","","","992.41189777288","","","","","","","","","","","","","","","994.16572391849","","","","","","","",
"Suriname","SUR","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145138.30333017","","","","","","","","","","145085.06035006","","","","","","","","","","","","","","","145003.14677275","","","","","","","",
