iso,year,ssp,region_dev,region_ar6_6,esm,pop,pop_density,forest_pct,gdp,gdppc,summer_vpd,pop_forest,hvi,log_vpd,log_pdforest,log_hvi
ARG,2030,ssp1,developing,LAM,MM,46799900.0,17.100913877713587,0.10400763952073491,1283308949881.0,27421.19,16.418907716700556,38180.72529263464,0.20614038899999998,2.798433580301309,10.550086093763388,-1.5791978418231227
ARG,2030,ssp1,developing,LAM,gfdl,46799900.0,17.100913877713587,0.10400763952073491,1283308949881.0,27421.19,14.2563616828796,38180.72529263464,0.20614038899999998,2.6572032409860027,10.550086093763388,-1.5791978418231227
ARG,2030,ssp1,developing,LAM,ipsl,46799900.0,17.100913877713587,0.10400763952073491,1283308949881.0,27421.19,17.020384164249243,38180.72529263464,0.20614038899999998,2.834411694238868,10.550086093763388,-1.5791978418231227
ARG,2030,ssp1,developing,LAM,mpi,46799900.0,17.100913877713587,0.10400763952073491,1283308949881.0,27421.19,16.380112758471263,38180.72529263464,0.20614038899999998,2.796067962318889,10.550086093763388,-1.5791978418231227
ARG,2030,ssp1,developing,LAM,mri,46799900.0,17.100913877713587,0.10400763952073491,1283308949881.0,27421.19,17.366655459957162,38180.72529263464,0.20614038899999998,2.85455201479679,10.550086093763388,-1.5791978418231227
ARG,2030,ssp1,developing,LAM,ukesm,46799900.0,17.100913877713587,0.10400763952073491,1283308949881.0,27421.19,17.071024517945517,38180.72529263464,0.20614038899999998,2.8373825536371435,10.550086093763388,-1.5791978418231227
ARG,2030,ssp2,developing,LAM,MM,47225800.0,17.256539834617733,0.10400763952073491,1204870418626.0,25512.97,16.42481867313428,39479.6448524001,0.22106554700000003,2.798793524628414,10.58354049787373,-1.5092960282267864
ARG,2030,ssp2,developing,LAM,gfdl,47225800.0,17.256539834617733,0.10400763952073491,1204870418626.0,25512.97,15.628418443433205,39479.6448524001,0.22106554700000003,2.749090952079652,10.58354049787373,-1.5092960282267864
ARG,2030,ssp2,developing,LAM,ipsl,47225800.0,17.256539834617733,0.10400763952073491,1204870418626.0,25512.97,16.12009533019709,39479.6448524001,0.22106554700000003,2.7800666508511376,10.58354049787373,-1.5092960282267864
ARG,2030,ssp2,developing,LAM,mpi,47225800.0,17.256539834617733,0.10400763952073491,1204870418626.0,25512.97,16.742645134501792,39479.6448524001,0.22106554700000003,2.8179590653983193,10.58354049787373,-1.5092960282267864
ARG,2030,ssp2,developing,LAM,mri,47225800.0,17.256539834617733,0.10400763952073491,1204870418626.0,25512.97,17.85279070989569,39479.6448524001,0.22106554700000003,2.882159838302142,10.58354049787373,-1.5092960282267864
ARG,2030,ssp2,developing,LAM,ukesm,47225800.0,17.256539834617733,0.10400763952073491,1204870418626.0,25512.97,15.780143747643615,39479.6448524001,0.22106554700000003,2.758752424865693,10.58354049787373,-1.5092960282267864
ARG,2030,ssp3,developing,LAM,MM,47578000.0,17.385235448662435,0.10400763952073491,1143704228780.0,24038.51,15.889965176900644,41295.124214944924,0.266443667,2.765687789042173,10.628499714230244,-1.3225924382080467
ARG,2030,ssp3,developing,LAM,gfdl,47578000.0,17.385235448662435,0.10400763952073491,1143704228780.0,24038.51,15.532054795286584,41295.124214944924,0.266443667,2.742905939766017,10.628499714230244,-1.3225924382080467
ARG,2030,ssp3,developing,LAM,ipsl,47578000.0,17.385235448662435,0.10400763952073491,1143704228780.0,24038.51,16.08224653583064,41295.124214944924,0.266443667,2.77771596393823,10.628499714230244,-1.3225924382080467
ARG,2030,ssp3,developing,LAM,mpi,47578000.0,17.385235448662435,0.10400763952073491,1143704228780.0,24038.51,16.053731856325935,41295.124214944924,0.266443667,2.775941336967798,10.628499714230244,-1.3225924382080467
ARG,2030,ssp3,developing,LAM,mri,47578000.0,17.385235448662435,0.10400763952073491,1143704228780.0,24038.51,15.50991398914649,41295.124214944924,0.266443667,2.7414794316699433,10.628499714230244,-1.3225924382080467
ARG,2030,ssp3,developing,LAM,ukesm,47578000.0,17.385235448662435,0.10400763952073491,1143704228780.0,24038.51,16.271878707913576,41295.124214944924,0.266443667,2.789438385247792,10.628499714230244,-1.3225924382080467
ARG,2040,ssp1,developing,LAM,MM,48061000.0,17.561726026696483,0.10400763952073491,2028226586489.9998,42201.09,15.745122998319314,38874.71315103409,0.18646794200000005,2.756530666425893,10.56809927070278,-1.6794959468986292
ARG,2040,ssp1,developing,LAM,gfdl,48061000.0,17.561726026696483,0.10400763952073491,2028226586489.9998,42201.09,15.01487553250334,38874.71315103409,0.18646794200000005,2.7090414118640282,10.56809927070278,-1.6794959468986292
ARG,2040,ssp1,developing,LAM,ipsl,48061000.0,17.561726026696483,0.10400763952073491,2028226586489.9998,42201.09,15.697282256014027,38874.71315103409,0.18646794200000005,2.7534875926638005,10.56809927070278,-1.6794959468986292
ARG,2040,ssp1,developing,LAM,mpi,48061000.0,17.561726026696483,0.10400763952073491,2028226586489.9998,42201.09,14.11580758315991,38874.71315103409,0.18646794200000005,2.6472952746107334,10.56809927070278,-1.6794959468986292
ARG,2040,ssp1,developing,LAM,mri,48061000.0,17.561726026696483,0.10400763952073491,2028226586489.9998,42201.09,17.02114390406034,38874.71315103409,0.18646794200000005,2.8344563302969026,10.56809927070278,-1.6794959468986292
ARG,2040,ssp1,developing,LAM,ukesm,48061000.0,17.561726026696483,0.10400763952073491,2028226586489.9998,42201.09,16.876505715858954,38874.71315103409,0.18646794200000005,2.825922460390429,10.56809927070278,-1.6794959468986292
ARG,2040,ssp2,developing,LAM,MM,49298700.0,18.013987700470278,0.10400763952073491,1750819174137.0,35514.51,16.18227460973901,41215.62230460317,0.20514158800000004,2.7839164833219328,10.626572645616799,-1.5840548645904762
ARG,2040,ssp2,developing,LAM,gfdl,49298700.0,18.013987700470278,0.10400763952073491,1750819174137.0,35514.51,15.290705310414529,41217.41989122096,0.20514158800000004,2.727245147753099,10.626616258871149,-1.5840548645904762
ARG,2040,ssp2,developing,LAM,ipsl,49298700.0,18.013987700470278,0.10400763952073491,1750819174137.0,35514.51,16.19367804768064,41217.41989122096,0.20514158800000004,2.7846209221091884,10.626616258871149,-1.5840548645904762
ARG,2040,ssp2,developing,LAM,mpi,49298700.0,18.013987700470278,0.10400763952073491,1750819174137.0,35514.51,16.16406665325582,41217.41989122096,0.20514158800000004,2.7827906707758903,10.626616258871149,-1.5840548645904762
ARG,2040,ssp2,developing,LAM,mri,49298700.0,18.013987700470278,0.10400763952073491,1750819174137.0,35514.51,15.384567584583277,41217.41989122096,0.20514158800000004,2.733364902086086,10.626616258871149,-1.5840548645904762
ARG,2040,ssp2,developing,LAM,ukesm,49298700.0,18.013987700470278,0.10400763952073491,1750819174137.0,35514.51,17.87835545276079,41208.43195813198,0.20514158800000004,2.883590788605881,10.626398173575748,-1.5840548645904762
ARG,2040,ssp3,developing,LAM,MM,50519500.0,18.460074031037493,0.10400763952073491,1400332843870.0,27718.66,16.705357938092757,44634.151141767,0.25975123099999997,2.815729502588608,10.706254565661078,-1.3480309094567655
ARG,2040,ssp3,developing,LAM,gfdl,50519500.0,18.460074031037493,0.10400763952073491,1400332843870.0,27718.66,15.112884280140229,44632.18429449109,0.25975123099999997,2.715547643590511,10.706210498717663,-1.3480309094567655
ARG,2040,ssp3,developing,LAM,ipsl,50519500.0,18.460074031037493,0.10400763952073491,1400332843870.0,27718.66,17.33804726345254,44632.18429449109,0.25975123099999997,2.852903350452223,10.706210498717663,-1.3480309094567655
ARG,2040,ssp3,developing,LAM,mpi,50519500.0,18.460074031037493,0.10400763952073491,1400332843870.0,27718.66,17.10293555392588,44642.018530870635,0.25975123099999997,2.8392501186011105,10.706430814018345,-1.3480309094567655
ARG,2040,ssp3,developing,LAM,mri,50519500.0,18.460074031037493,0.10400763952073491,1400332843870.0,27718.66,16.989976556636236,44632.18429449109,0.25975123099999997,2.8326235558557102,10.706210498717663,-1.3480309094567655
ARG,2040,ssp3,developing,LAM,ukesm,50519500.0,18.460074031037493,0.10400763952073491,1400332843870.0,27718.66,16.982946036308903,44632.18429449109,0.25975123099999997,2.8322096662111895,10.706210498717663,-1.3480309094567655
ARG,2050,ssp1,developing,LAM,MM,48632900.0,17.770701102426653,0.10400763952073491,2714684587368.0,55819.92,16.50217126629185,38758.45415741023,0.17202377000000002,2.803491964151616,10.565104182789623,-1.7601226134613692
ARG,2050,ssp1,developing,LAM,gfdl,48632900.0,17.770701102426653,0.10400763952073491,2714684587368.0,55819.92,16.167402085481786,38758.45415741023,0.17202377000000002,2.782996998070498,10.565104182789623,-1.7601226134613692
ARG,2050,ssp1,developing,LAM,ipsl,48632900.0,17.770701102426653,0.10400763952073491,2714684587368.0,55819.92,18.210622319072048,38758.45415741023,0.17202377000000002,2.9020050677394362,10.565104182789623,-1.7601226134613692
ARG,2050,ssp1,developing,LAM,mpi,48632900.0,17.770701102426653,0.10400763952073491,2714684587368.0,55819.92,14.837779939872188,38758.45415741023,0.17202377000000002,2.6971766268157458,10.565104182789623,-1.7601226134613692
ARG,2050,ssp1,developing,LAM,mri,48632900.0,17.770701102426653,0.10400763952073491,2714684587368.0,55819.92,16.73159162266957,38758.45415741023,0.17202377000000002,2.817298646323549,10.565104182789623,-1.7601226134613692
ARG,2050,ssp1,developing,LAM,ukesm,48632900.0,17.770701102426653,0.10400763952073491,2714684587368.0,55819.92,16.56346036436366,38758.45415741023,0.17202377000000002,2.807199086334922,10.565104182789623,-1.7601226134613692
ARG,2050,ssp2,developing,LAM,MM,50764300.0,18.549525156301957,0.10400763952073491,2283793973617.0,44988.19,17.5005557913175,42294.76836336693,0.19154815999999997,2.862232639934717,10.652418678032422,-1.652616013206591
ARG,2050,ssp2,developing,LAM,gfdl,50764300.0,18.549525156301957,0.10400763952073491,2283793973617.0,44988.19,17.036211743551437,42295.679306531754,0.19154815999999997,2.8353411811719993,10.65244021576369,-1.652616013206591
ARG,2050,ssp2,developing,LAM,ipsl,50764300.0,18.549525156301957,0.10400763952073491,2283793973617.0,44988.19,17.41764909053502,42295.679306531754,0.19154815999999997,2.857484007703789,10.65244021576369,-1.652616013206591
ARG,2050,ssp2,developing,LAM,mpi,50764300.0,18.549525156301957,0.10400763952073491,2283793973617.0,44988.19,18.0223207278066,42295.679306531754,0.19154815999999997,2.8916110301202878,10.65244021576369,-1.652616013206591
ARG,2050,ssp2,developing,LAM,mri,50764300.0,18.549525156301957,0.10400763952073491,2283793973617.0,44988.19,16.66038966276523,42295.679306531754,0.19154815999999997,2.81303402559274,10.65244021576369,-1.652616013206591
ARG,2050,ssp2,developing,LAM,ukesm,50764300.0,18.549525156301957,0.10400763952073491,2283793973617.0,44988.19,18.366207731929215,42291.12459070763,0.19154815999999997,2.9105124398117392,10.652332522468313,-1.652616013206591
ARG,2050,ssp3,developing,LAM,MM,53060500.0,19.388567941564446,0.10400763952073491,1620223061095.0,30535.39,17.379826627680245,47879.41469786236,0.255852556,2.855310144400854,10.776440935241771,-1.3631539531614385
