mean_const,mean_log_vpd,mean_log_pdforest,mean_log_hvi,mean_log_vpd_squared,std_const,std_log_vpd,std_log_pdforest,std_log_hvi,std_log_vpd_squared,mean_y_hist,std_y_hist
1.0,2.525110939813431,3.6636093577662048,-1.278489900758924,6.64176909088019,1.0,0.5153482633275485,1.6003844389463115,0.537168659478341,2.6917646136902587,-0.32878154748232447,1.6199780659483092
