mean_const,mean_log_vpd,mean_log_pdforest,mean_log_hvi,mean_log_pdforest_squared,mean_log_hvi_squared,std_const,std_log_vpd,std_log_pdforest,std_log_hvi,std_log_pdforest_squared,std_log_hvi_squared,mean_y_hist,std_y_hist
1.0,2.525110939813431,3.6636093577662048,-1.278489900758924,15.983263878733606,1.9230865950683211,1.0,0.5153482633275485,1.6003844389463115,0.537168659478341,12.674071806620066,1.5655101363845343,-0.32878154748232447,1.6199780659483092
